"org_admin","sex","agegr","none","native","retention","year","age_lower","rx_raw","rx_adj","px","qx","lx","dx","Lx","Tx","ex","non_monotonic"
"Jeonnam","Male","35+",1030746,442283,0.300254102261395,2010,35,0.300254102261395,0.300254102261395,0.999999,1.00000000002876e-06,0.31115317360835,3.11153173617297e-07,1.55576509015881,1.55576509015881,4.9999975,TRUE
"Jeonnam","Total","35+",2196362,928451,0.297122099786451,2010,35,0.297122099786451,0.297122099786451,0.999999,1.00000000002876e-06,0.295617297323951,2.95617297332451e-07,1.47808574757651,1.47808574757651,4.9999975,TRUE
"Seoul","Female","25-29",153811,252294,0.621253124192019,2010,25,0.621253124192019,0.617347333763362,0.89854819897908,0.10145180102092,0.741190924053816,0.0751951541456193,3.51796673490503,9.78719084648114,13.2046825303146,TRUE
"Seoul","Male","25-29",161524,248509,0.606070730892392,2010,25,0.606070730892392,0.60461267897921,0.957064290647462,0.042935709352538,0.732566033338341,0.0314532422889567,3.58419706096932,10.0896171913765,13.7729798164373,TRUE
"Seoul","Total","25-29",315335,500803,0.613625391784233,2010,25,0.613625391784233,0.611219738101725,0.927338467373407,0.0726615326265934,0.737333940612956,0.053575814182543,3.55273016760842,9.94011738555255,13.4811607577554,TRUE
"Ulsan","Female","25-29",15960,18843,0.541418843203172,2010,25,0.541418843203172,0.539676513001049,0.999999,1.00000000002876e-06,0.603876513334534,6.03876513351899e-07,3.01938105698139,9.05813411280401,14.9999775000125,TRUE
"Ulsan","Female","35+",54226,83304,0.605715116701811,2010,35,0.605715116701811,0.605715116701811,0.999999,1.00000000002876e-06,0.603875305582111,6.03875305599476e-07,3.01937501822229,3.01937501822229,4.9999975,TRUE
"Ulsan","Male","25-29",16354,20796,0.55978465679677,2010,25,0.55978465679677,0.562571465750224,0.999999,1.00000000002876e-06,0.626741694319384,6.26741694337406e-07,3.13370690474268,9.40111131311047,14.9999775000125,TRUE
"Ulsan","Male","30-34",13386,17765,0.570286668164746,2010,30,0.570286668164746,0.562571465750224,0.999999,1.00000000002876e-06,0.626741067577689,6.26741067595712e-07,3.13370377103578,6.26740440836778,9.9999900000025,TRUE
"Ulsan","Male","35+",41629,83437,0.667143748101003,2010,35,0.667143748101003,0.667143748101003,0.999999,1.00000000002876e-06,0.626740440836622,6.26740440854644e-07,3.13370063733201,3.13370063733201,4.9999975,TRUE
"Ulsan","Total","25-29",32314,39639,0.550901282781816,2010,25,0.550901282781816,0.550836476527418,0.999999,1.00000000002876e-06,0.614890776478409,6.14890776496091e-07,3.07445234516511,9.22334781214136,14.9999775000125,TRUE
"Ulsan","Total","30-34",29014,36108,0.554467000399251,2010,30,0.554467000399251,0.550836476527418,0.999999,1.00000000002876e-06,0.614890161587633,6.14890161605314e-07,3.07444927071276,6.14889546697625,9.9999900000025,TRUE
"Ulsan","Total","35+",95855,166741,0.634971591341833,2010,35,0.634971591341833,0.634971591341833,0.999999,1.00000000002876e-06,0.614889546697471,6.14889546715153e-07,3.07444619626349,3.07444619626349,4.9999975,TRUE
"Busan","Male","35+",371631,408146,0.523413745211772,2015,35,0.523413745211772,0.523413745211772,0.999999,1.00000000002876e-06,0.566292205072903,5.66292205089187e-07,2.831459609634,2.831459609634,4.9999975,TRUE
"Busan","Total","35+",779768,825906,0.514367175404223,2015,35,0.514367175404223,0.514367175404223,0.999999,1.00000000002876e-06,0.567518456663168,5.67518456679487e-07,2.8375908645197,2.8375908645197,4.9999975,TRUE
"Daegu","Female","10-14",9521,51339,0.843558987840946,2015,10,0.843558987840946,0.834953318129452,0.970318372965924,0.0296816270340762,0.941050901045022,0.0279319218648997,4.63542470056286,21.9882262754249,23.3656078018812,TRUE
"Daejeon","Male","15-19",8549,37592,0.814720097093691,2015,15,0.814720097093691,0.792198318812124,0.834700820689027,0.165299179310973,0.901748061769894,0.149058214555824,4.13609477245991,17.2978489343194,19.1825740111582,TRUE
"Daejeon","Total","15-19",19235,70549,0.785763610442841,2015,15,0.785763610442841,0.780070400005383,0.842137248852955,0.157862751147045,0.882297916041235,0.139281976357574,4.06328463931224,16.9499723314881,19.2111666856708,TRUE
"Gangwon","Female","35+",545009,303521,0.357702143707353,2015,35,0.357702143707353,0.357702143707353,0.999999,1.00000000002876e-06,0.382599825147802,3.82599825158804e-07,1.91299816923945,1.91299816923945,4.9999975,TRUE
"Gangwon","Male","35+",472797,312266,0.397759160729776,2015,35,0.397759160729776,0.397759160729776,0.999999,1.00000000002876e-06,0.390024851285609,3.90024851296825e-07,1.95012328136592,1.95012328136592,4.9999975,TRUE
"Gangwon","Total","35+",1017806,615787,0.376952521221626,2015,35,0.376952521221626,0.376952521221626,0.999999,1.00000000002876e-06,0.386269396860819,3.86269396871926e-07,1.9313460186306,1.9313460186306,4.9999975,TRUE
"Gwangju","Male","10-14",7000,37307,0.842011420317331,2015,10,0.842011420317331,0.831846655535167,0.976221695240246,0.0237783047597542,0.919268566957686,0.0218586481411823,4.54169621443547,21.1593264365221,23.0175676587625,TRUE
"Gyeonggi","Male","30-34",63190,149158,0.702422438638461,2015,30,0.702422438638461,0.699469191574825,0.999245265649114,0.000754734350886022,0.766258174956568,0.000578321366286953,3.82984507136712,7.65824242511889,9.99433699425519,TRUE
"Gyeongnam","Male","30-34",48974,67288,0.578761762226695,2015,30,0.578761762226695,0.577416482285738,0.838417401542693,0.161582598457307,0.617159348119906,0.099722211131432,2.83649121277095,5.42367560412047,8.78812841552669,TRUE
"Incheon","Female","35+",149927,217381,0.591822122033824,2015,35,0.591822122033824,0.591822122033824,0.999999,1.00000000002876e-06,0.662856578876413,6.62856578895474e-07,3.31428123724062,3.31428123724062,4.9999975,TRUE
"Incheon","Male","35+",130197,227316,0.635825830109674,2015,35,0.635825830109674,0.635825830109674,0.999999,1.00000000002876e-06,0.680390232116083,6.80390232135648e-07,3.40194945960483,3.40194945960483,4.9999975,TRUE
"Incheon","Total","35+",280124,444697,0.613526650028076,2015,35,0.613526650028076,0.613526650028076,0.999999,1.00000000002876e-06,0.671762081952511,6.71762081971828e-07,3.35880873035735,3.35880873035735,4.9999975,TRUE
"Jeju","Female","35+",61247,128079,0.676499794006106,2015,35,0.676499794006106,0.676499794006106,0.999999,1.00000000002876e-06,0.654737636764115,6.54737636782943e-07,3.27368654697648,3.27368654697648,4.9999975,TRUE
"Jeju","Male","10-14",1498,15139,0.909959728316403,2015,10,0.909959728316403,0.90381372160055,0.952893780815211,0.0471062191847893,0.971885273579443,0.0457818407197022,4.74497176609796,23.6628643097688,24.3473843601094,TRUE
"Jeju","Male","35+",49042,123123,0.7151453547469,2015,35,0.7151453547469,0.7151453547469,0.999999,1.00000000002876e-06,0.712020618203667,7.12020618224141e-07,3.56010131096679,3.56010131096679,4.9999975,TRUE
"Jeju","Total","10-14",3100,29167,0.903926612328385,2015,10,0.903926612328385,0.901727854941252,0.966729497562478,0.0332705024375225,0.958887633792854,0.0319026733574153,4.71468148557073,23.0603892811244,24.049104888244,TRUE
