"index","org_admin","sex","agegr","none","native","retention","Sx","px","qx","lx","dx","Lx","Tx","ex"
"1","Gyeongbuk","Male","35-39",186462,83282,0.308744587460703,0.346053451702012,1.00379424293007,-0.0037942429300688,0.346053451702012,-0.00131301086254626,1.73354978566642,29.8587587616335,86.2836611360981
"1","Gyeongbuk","Male","40-44",184191,82720,0.309916039428873,0.347366462564558,1.0126246485225,-0.012624648522505,0.347366462564558,-0.00438537949838344,1.74779576156875,28.1252089759671,80.9669671859585
"1","Gyeongbuk","Male","45-49",147028,67245,0.31382862049815,0.351751842062941,1.0901663596706,-0.090166359670599,0.351751842062941,-0.0317161831062429,1.83804966808031,26.3774132143983,74.9886995891792
"1","Gyeongbuk","Male","50-54",111740,58110,0.342125404768914,0.383468025169184,1.13688562521428,-0.136885625214279,0.383468025169184,-0.0524912603749688,2.04856827678334,24.539363546318,63.9932456832387
"1","Gyeongbuk","Male","55-59",80701,51370,0.388957454702395,0.435959285544153,1.13592556683151,-0.135925566831512,0.435959285544153,-0.0592580130030499,2.32794146022839,22.4907952695347,51.5892103122938
"1","Gyeongbuk","Male","60-64",70389,55717,0.44182671720616,0.495217298547203,1.15583471623099,-0.155834716230989,0.495217298547203,-0.0771720471917803,2.66901661071547,20.1628538093063,40.7151645721123
"1","Gyeongbuk","Male","65-69",43852,45766,0.510678658305251,0.572389345738983,1.13026768339123,-0.130267683391228,0.572389345738983,-0.074563834067238,3.04835631386301,17.4938371985908,30.5628281323185
"1","Gyeongbuk","Male","70-74",22319,30470,0.577203584080017,0.646953179806221,1.00836741380171,-0.00836741380170736,0.646953179806221,-0.00541332496576904,3.24829921144553,14.4454808847278,22.3284796112364
"1","Gyeongbuk","Male","75-79",13637,18990,0.582033285315843,0.65236650477199,1.10126693762695,-0.10126693762695,0.65236650477199,-0.0660631581486562,3.42699041923159,11.1971816732823,17.1639432609984
"1","Gyeongbuk","Male","80-84",5706,10187,0.640974013716731,0.718429662920647,1.10873616074673,-0.108736160746731,0.718429662920647,-0.0781192833125595,3.78744652288463,7.77019125405066,10.8155212056005
"1","Gyeongbuk","Male","85+",1578,3876,0.710671067106711,0.796548946233206,1,0,0.796548946233206,0,3.98274473116603,3.98274473116603,5
"1","Gyeonggi","Female","0-4",38354,272034,0.876432078559738,1,0.92377929488434,0.0762207051156598,1,0.0762207051156598,4.80944823721085,64.5954223312107,64.5954223312107
"1","Gyeonggi","Female","5-9",56274,239329,0.809629807545932,0.92377929488434,0.945168642745137,0.0548313572548627,0.92377929488434,0.0506520725424484,4.49226629306558,59.7859740939999,64.7188938148752
"1","Gyeonggi","Female","10-14",54008,176045,0.765236706324195,0.873127222341892,0.970235723979649,0.0297642760203508,0.873127222341892,0.0259879996466663,4.30066611259279,55.2937078009343,63.3283516835337
"1","Gyeonggi","Female","15-19",52396,151052,0.742459989776257,0.847139222695225,0.919753162071171,0.0802468379288287,0.847139222695225,0.0679802439067777,4.06574550370918,50.9930416883415,60.1944052668273
"1","Gyeonggi","Female","20-24",54251,116823,0.682879923308042,0.779158978788448,0.947564383311241,0.0524356166887586,0.779158978788448,0.0408556815513557,3.79365569006385,46.9272961846323,60.2281401641573
"1","Gyeonggi","Female","25-29",59872,109772,0.647072693405013,0.738303297237092,0.925407635237996,0.0745923647620038,0.738303297237092,0.0550717888524993,3.55383701405421,43.1336404945685,58.4226572683406
"1","Gyeonggi","Female","30-34",64447,96191,0.598806011031014,0.683231508384593,0.962703358363928,0.0372966416360719,0.683231508384593,0.025482240722693,3.35245194011623,39.5798034805143,57.9302959462383
"1","Gyeonggi","Female","35-39",75894,103301,0.576472557828064,0.6577492676619,0.910704719344639,0.0892952806553609,0.6577492676619,0.0587339054567274,3.14191157466768,36.227351540398,55.0777527570275
"1","Gyeonggi","Female","40-44",79784,88181,0.524996278986694,0.599015362205172,0.963824068675129,0.0361759313248712,0.599015362205172,0.0216699386056772,2.94090196451167,33.0854399657303,55.2330408421112
"1","Gyeonggi","Female","45-49",56113,57477,0.506004049652258,0.577345423599495,1.00519881061363,-0.00519881061363359,0.577345423599495,-0.00300150951594183,2.89423089178733,30.1445380012187,52.2123095967068
"1","Gyeonggi","Female","50-54",41513,42972,0.508634668876132,0.580346933115437,1.02896803682026,-0.0289680368202589,0.580346933115437,-0.0168115113270123,2.94376344389472,27.2503071094313,46.9552013709203
"1","Gyeonggi","Female","55-59",37029,40660,0.523368816692196,0.597158444442449,1.09620128945393,-0.0962012894539324,0.597158444442449,-0.0574474123636681,3.12941075312142,24.3065436655366,40.7036757024025
"1","Gyeonggi","Female","60-64",32617,43898,0.573717571717964,0.654605856806117,1.07866305245628,-0.0786630524562808,0.654605856806117,-0.0514932948521283,3.40176252116091,21.1771329124152,32.350967673495
"1","Gyeonggi","Female","65-69",23543,38225,0.618847947157104,0.706099151658246,1.01166647688423,-0.0116664768842298,0.706099151658246,-0.00823768943079522,3.55108998186822,17.7753703912543,25.1740429789634
"1","Gyeonggi","Female","70-74",15891,26606,0.626067722427465,0.714336841089041,0.965799699797779,0.0342003002022208,0.714336841089041,0.0244305344107513,3.51060786941833,14.2242804093861,19.912567280865
"1","Gyeonggi","Female","75-79",11361,17376,0.604656018373525,0.68990630667829,0.98507491479088,0.0149250852091201,0.68990630667829,0.0102969104134828,3.42378925735774,10.7136725399678,15.5291703181424
"1","Gyeonggi","Female","80-84",7220,10635,0.595631475777093,0.679609396264807,1.09687708315509,-0.0968770831550898,0.679609396264807,-0.0658385759949261,3.56264342131135,7.28988328261001,10.7265781236632
"1","Gyeonggi","Female","85+",3909,7367,0.65333451578574,0.745447972259733,1,0,0.745447972259733,0,3.72723986129866,3.72723986129866,5
"1","Gyeonggi","Male","0-4",41034,301298,0.880133905097975,1,0.907002290505077,0.0929977094949233,1,0.0929977094949233,4.76750572626269,70.968881351363,70.968881351363
"1","Gyeonggi","Male","5-9",67218,266012,0.798283467875041,0.907002290505077,0.942792049942639,0.0572079500573608,0.907002290505077,0.0518877417371263,4.40529209818257,66.2013756251003,72.9892044575049
"1","Gyeonggi","Male","10-14",60893,185254,0.752615307113229,0.85511454876795,0.967419531856227,0.032580468143773,0.85511454876795,0.027860032315411,4.20592266305122,61.7960835269177,72.2664391758432
"1","Gyeonggi","Male","15-19",57074,152830,0.728094748075311,0.82725451645254,0.981989570528846,0.0180104294711536,0.82725451645254,0.0148992091232617,4.09902455945454,57.5901608638665,69.6160126279232
"1","Gyeonggi","Male","20-24",35875,89994,0.714981448966783,0.812355307329278,0.950810269290578,0.0491897307094223,0.812355307329278,0.0399595388078972,3.96187768962665,53.4911363044119,65.8469709273777
"1","Gyeonggi","Male","25-29",52646,111776,0.679811704029874,0.772395768521381,0.991655306573993,0.00834469342600674,0.772395768521381,0.00644540589185579,3.84586532787726,49.5292586147853,64.1241972487765
"1","Gyeonggi","Male","30-34",53073,109797,0.674138883772334,0.765950362629525,0.9827166650953,0.0172833349046995,0.765950362629525,0.0132381766377021,3.79665637155337,45.683393286908,59.6427595256642
"1","Gyeonggi","Male","35-39",63532,124704,0.662487515671816,0.752712185991823,0.963145601093031,0.0368543989069686,0.752712185991823,0.027740755164679,3.69420904204742,41.8867369153547,55.6477465024191
"1","Gyeonggi","Male","40-44",64792,114227,0.63807193649836,0.724971430827144,0.958954850341727,0.0410451496582726,0.724971430827144,0.0297565608762721,3.55046575194504,38.1925278733072,52.68142474212
"1","Gyeonggi","Male","45-49",47343,74638,0.611882178372042,0.695214869950872,0.979100934727208,0.0208990652727918,0.695214869950872,0.0145293409457188,3.43975099739006,34.6420621213622,49.8292882081337
"1","Gyeonggi","Male","50-54",33911,50675,0.599094412786986,0.680685529005153,0.978728619115345,0.0212713808846553,0.680685529005153,0.0144791211501417,3.36722984215041,31.2023111239721,45.8395393972536
"1","Gyeonggi","Male","55-59",31609,44806,0.586350847346725,0.666206407855011,1.07526878027652,-0.0752687802765153,0.666206407855011,-0.0501445437316454,3.45639339860417,27.8350812818217,41.781467355504
"1","Gyeonggi","Male","60-64",26199,44702,0.630484760440614,0.716350951586656,1.07666422659398,-0.0766642265939843,0.716350951586656,-0.0549184916732557,3.71905098711642,24.3786878832176,34.0317658952233
"1","Gyeonggi","Male","65-69",14790,31259,0.678820386979088,0.771269443259912,1.04989686974113,-0.0498968697411275,0.771269443259912,-0.0384839309456518,3.95255704366369,20.6596368961011,26.7865362444276
"1","Gyeonggi","Male","70-74",7543,18711,0.712691399405805,0.809753374205564,0.911840881630727,0.0881591183692729,0.809753374205564,0.0713871435665065,3.87029901211155,16.7070798524374,20.6323065573249
"1","Gyeonggi","Male","75-79",5674,10531,0.649861153964826,0.738366230639057,1.12815098169592,-0.128150981695918,0.738366230639057,-0.0946223573075097,3.92838704646406,12.8367808403259,17.3853845255296
"1","Gyeonggi","Male","80-84",2133,5860,0.73314149881146,0.832988587946567,1.09259957423463,-0.092599574234626,0.832988587946567,-0.0771343885861544,4.35777891119822,8.90839379386183,10.6944968067597
"1","Gyeonggi","Male","85+",734,2955,0.801030089455137,0.910122976532721,1,0,0.910122976532721,0,4.55061488266361,4.55061488266361,5
"1","Gyeongnam","Female","0-4",8496,84272,0.908416695412211,1,0.930265458002611,0.0697345419973894,1,0.0697345419973894,4.82566364500653,54.9486160434035,54.9486160434035
"1","Gyeongnam","Female","5-9",14969,81648,0.845068673214859,0.930265458002611,0.935578016024149,0.0644219839758506,0.930265458002611,0.0599295464287315,4.50150342394122,50.122952398397,53.8802682258211
"1","Gyeongnam","Female","10-14",18850,71181,0.790627672690518,0.870335911573879,0.914335463970464,0.0856645360295364,0.870335911573879,0.07455692205482,4.16528725273235,45.6214489744557,52.4182081513284
"1","Gyeongnam","Female","15-19",31326,81723,0.722898919937372,0.795778989519059,0.837873515915458,0.162126484084542,0.795778989519059,0.129016849679075,3.65635282339761,41.4561617217234,52.0950694448191
"1","Gyeongnam","Female","20-24",49244,75645,0.605697859699413,0.666762139839984,0.821535658850519,0.178464341149481,0.666762139839984,0.118993265989961,3.03632753422502,37.7998088983258,56.6915945578394
"1","Gyeongnam","Female","25-29",81721,80941,0.497602390232507,0.547768873850023,0.865208520535973,0.134791479464027,0.547768873850023,0.0738345769105888,2.55425792697365,34.7634813641008,63.4637764642663
"1","Gyeongnam","Female","30-34",105139,79487,0.430529827868231,0.473934296939435,0.933982815622982,0.066017184377018,0.473934296939435,0.031287807863643,2.29145196503807,32.2092234371271,67.9613685802596
"1","Gyeongnam","Female","35-39",127723,85899,0.402107460842048,0.442646489075792,0.997954514684444,0.0020454853155556,0.442646489075792,0.000905426893386772,2.21096887814549,29.917771472089,67.5884079292142
"1","Gyeongnam","Female","40-44",127109,85194,0.40128495593562,0.441741062182405,0.931575212407158,0.0684247875928419,0.441741062182405,0.0302260383508674,2.13314021503486,27.7068025939436,62.7218182005973
"1","Gyeongnam","Female","45-49",109311,65259,0.373827118061523,0.411515023831537,1.02466340070984,-0.0246634007098441,0.411515023831537,-0.0101493599308782,2.08294851898488,25.5736623789087,62.1451487743928
"1","Gyeongnam","Female","50-54",89444,55533,0.38304696607048,0.421664383762416,1.24393260453889,-0.243932604538892,0.421664383762416,-0.102857691372453,2.36546614724321,23.4907138599238,55.7095044412371
"1","Gyeongnam","Female","55-59",60176,54770,0.476484610164773,0.524522075134869,1.05286030612681,-0.0528603061268098,0.524522075134869,-0.0277263974618987,2.69192636932909,21.1252477126806,40.2752309466646
"1","Gyeongnam","Female","60-64",55743,56117,0.501671732522796,0.552248472596767,1.09735824348551,-0.0973582434855089,0.552248472596767,-0.0537659412595765,2.89565721613278,18.4333213433515,33.3786732929742
"1","Gyeongnam","Female","65-69",44020,53914,0.550513611207548,0.606014413856344,1.08281776665896,-0.0828177666589585,0.606014413856344,-0.0501887603187202,3.15554397007852,15.5376641272187,25.6390999487051
"1","Gyeongnam","Female","70-74",28523,42097,0.596105919003115,0.656203174175064,0.957149087810364,0.0428509121896362,0.656203174175064,0.0281189045951362,3.21071860938748,12.3821201571402,18.8693390163896
"1","Gyeongnam","Female","75-79",20890,27755,0.57056223661219,0.628084269579928,0.994693150688116,0.00530684931188374,0.628084269579928,0.00333314857382524,3.13208847646508,9.17140154775274,14.6021831654639
"1","Gyeongnam","Female","80-84",9852,12929,0.567534348799438,0.624751121006103,0.955566703439052,0.0444332965609479,0.624751121006103,0.0277597518364488,3.05435622543939,6.03931307128766,9.66675027579289
"1","Gyeongnam","Female","85+",6100,7228,0.542316926770708,0.596991369169654,1,0,0.596991369169654,0,2.98495684584827,2.98495684584827,5
"1","Gyeongnam","Male","0-4",7959,99328,0.925815802473739,1,0.880110819846357,0.119889180153643,1,0.119889180153643,4.70027704961589,55.7574989473084,55.7574989473084
"1","Gyeongnam","Male","5-9",21696,95466,0.814820504941875,0.880110819846357,0.98224081004496,0.0177591899550403,0.880110819846357,0.0156300552311377,4.36147896115394,51.0572218976925,58.0122647584376
"1","Gyeongnam","Male","10-14",20310,81418,0.800349952815351,0.86448076461522,0.935998536419429,0.0640014635805706,0.86448076461522,0.0553280341726248,4.18408373764454,46.6957429365385,54.0159421098546
"1","Gyeongnam","Male","15-19",29650,88537,0.749126384458528,0.809152730442595,0.822102671766729,0.177897328233271,0.809152730442595,0.143946108878394,3.68589838001699,42.511659198894,52.5384857511891
"1","Gyeongnam","Male","20-24",35520,56946,0.615858802154305,0.665206621564201,0.868464002305146,0.131535997694854,0.665206621564201,0.0874986166406706,3.10728656621933,38.825760818877,58.3664677413766
"1","Gyeongnam","Male","25-29",68522,78790,0.534851200173781,0.57770800492353,0.886713921242294,0.113286078757706,0.57770800492353,0.0654462745447245,2.72492433825584,35.7184742526577,61.8279025878924
"1","Gyeongnam","Male","30-34",99092,89389,0.47426000498724,0.512261730378806,0.94329385037526,0.05670614962474,0.512261730378806,0.0290483903298888,2.48868767606931,32.9935499144019,64.4076025160105
"1","Gyeongnam","Male","35-39",116352,94189,0.447366546183404,0.483213340048917,0.966348273512014,0.0336517264879858,0.483213340048917,0.0162609631546722,2.3754142923579,30.5048622383325,63.1291806539208
"1","Gyeongnam","Male","40-44",121936,92858,0.432311889531365,0.466952376894245,0.970988859217225,0.0290111407827748,0.466952376894245,0.0135468211449302,2.3008948316089,28.1294479459746,60.2405070364282
"1","Gyeongnam","Male","45-49",104858,75860,0.419770028442103,0.453405555749315,0.997487702991124,0.00251229700887634,0.453405555749315,0.00113908942151692,2.26418005519278,25.8285531143657,56.965674078873
"1","Gyeongnam","Male","50-54",81263,58536,0.418715441455232,0.452266466327798,0.950498438230053,0.049501561769947,0.452266466327798,0.0223878964194011,2.20536259059049,23.564373059173,52.1028526622926
"1","Gyeongnam","Male","55-59",65240,43130,0.397988373166005,0.429878569908397,1.22717314139149,-0.227173141391489,0.429878569908397,-0.0976568651429714,2.39353501239941,21.3590104685825,49.6861485166239
"1","Gyeongnam","Male","60-64",48759,46548,0.488400642135415,0.527535435051368,1.08870234676506,-0.0887023467650605,0.527535435051368,-0.0467936310907835,2.7546612529838,18.9654754561831,35.9510929428586
"1","Gyeongnam","Male","65-69",32490,36892,0.531722925254389,0.574329066142151,1.14514088167189,-0.145140881671894,0.574329066142151,-0.0833586270296674,3.08004189828493,16.2108142031993,28.225655219036
"1","Gyeongnam","Male","70-74",15657,24376,0.608897659430969,0.657687693171819,1.08236672690111,-0.0823667269011124,0.657687693171819,-0.0541715826097058,3.42386742238336,13.1307723049143,19.9650570342723
"1","Gyeongnam","Male","75-79",7491,14480,0.659050566656047,0.711859275781525,0.974178392496249,0.0258216075037508,0.711859275781525,0.0183813508171349,3.51334300186479,9.70690488253098,13.6359884780234
"1","Gyeongnam","Male","80-84",3381,6064,0.64203282159873,0.69347792496439,0.857487918544148,0.142512081455852,0.69347792496439,0.0988289825303607,3.22031716849605,6.19356188066619,8.93115938908111
"1","Gyeongnam","Male","85+",1721,2108,0.550535387829721,0.594648942434029,1,0,0.594648942434029,0,2.97324471217014,2.97324471217014,5
"1","Incheon","Female","0-4",10636,72064,0.871390568319226,1,0.864802348131077,0.135197651868923,1,0.135197651868923,4.66200587032769,66.6415419163724,66.6415419163724
"1","Incheon","Female","5-9",22814,69768,0.753580609621741,0.864802348131077,1.02165428607146,-0.0216542860714577,0.864802348131077,-0.0187266774416987,4.37082843425963,61.9795360460447,71.6690191463848
"1","Incheon","Female","10-14",16426,54960,0.769898859720393,0.883529025572776,0.95323503552204,0.0467649644779602,0.883529025572776,0.0413182034961577,4.31434961912349,57.6087076117851,65.2029598851474
"1","Incheon","Female","15-19",18460,50911,0.733894566893947,0.842210822076618,0.98487081257825,0.01512918742175,0.842210822076618,0.0127419653758233,4.17919919694353,53.2943579926616,63.2791180018977
"1","Incheon","Female","20-24",15695,40923,0.722791338443605,0.829468856700795,0.912401478541493,0.087598521458507,0.829468856700795,0.0726602454428679,3.96569366989681,49.115158795718,59.212782250889
"1","Incheon","Female","25-29",18153,35156,0.65947588587293,0.756808611257927,0.879000288843558,0.120999711156442,0.756808611257927,0.0915736233629176,3.55510899788234,45.1494651258212,59.6577053355355
"1","Incheon","Female","30-34",19278,26587,0.579679494167666,0.66523498789501,0.992621456930761,0.00737854306923891,0.66523498789501,0.00490846500934795,3.31390377695168,41.5943561279389,62.5258095031278
"1","Incheon","Female","35-39",18760,25423,0.575402304053595,0.660326522885662,0.963532352444575,0.0364676475554248,0.660326522885662,0.0240805549080934,3.24143122715808,38.2804523509872,57.9720047949908
"1","Incheon","Female","40-44",18988,23626,0.554418735626789,0.636245967977568,0.96355502476402,0.03644497523598,0.636245967977568,0.0231879685469346,3.1232599185205,35.0390211238291,55.0715020406455
"1","Incheon","Female","45-49",14615,16762,0.534212958536508,0.613057999430634,1.03134374839031,-0.0313437483903107,0.613057999430634,-0.019215535682821,3.11332883636022,31.9157612053086,52.0599376159349
"1","Incheon","Female","50-54",10438,12807,0.55095719509572,0.632273535113455,1.00942237105646,-0.00942237105646382,0.632273535113455,-0.00595751585702108,3.17626146520983,28.8024323689484,45.5537528765618
"1","Incheon","Female","55-59",7818,9796,0.55614851822414,0.638231050970476,1.0615980421024,-0.0615980421024027,0.638231050970476,-0.0393137831487401,3.28943971272423,25.6261709037386,40.1518711206109
"1","Incheon","Female","60-64",5516,7951,0.590406178064899,0.677544834119216,1.04375443056726,-0.0437544305672597,0.677544834119216,-0.0296455884006747,3.46183814159777,22.3367311910144,32.9671633022652
"1","Incheon","Female","65-69",3904,6269,0.616239064189521,0.707190422519891,1.11765924642399,-0.117659246423989,0.707190422519891,-0.0832074921919529,3.74397084307934,18.8748930494166,26.6899726698232
"1","Incheon","Female","70-74",2312,5116,0.688745288099085,0.790397914711844,0.997576353830309,0.00242364616969115,0.790397914711844,0.00191564487852323,3.94720046136291,15.1309222063373,19.1434237422723
"1","Incheon","Female","75-79",1799,3950,0.68707601321969,0.78848226983332,1.00674300156354,-0.00674300156353747,0.78848226983332,-0.00531673717830765,3.95570319211237,11.1837217449743,14.1838595144803
"1","Incheon","Female","80-84",911,2044,0.6917089678511,0.793799007011628,0.8807470554497,0.1192529445503,0.793799007011628,0.0946628689672405,3.73233786264004,7.22801855286198,9.10560291587275
"1","Incheon","Female","85+",712,1110,0.609220636663008,0.699136138044387,1,0,0.699136138044387,0,3.49568069022194,3.49568069022194,5
"1","Incheon","Male","0-4",12889,75086,0.853492469451549,1,0.900584167070814,0.0994158329291859,1,0.0994158329291859,4.75146041767703,76.9581218762452,76.9581218762452
"1","Incheon","Male","5-9",24778,82320,0.768641804702235,0.900584167070814,0.986610634599857,0.0133893654001429,0.900584167070814,0.0120582504864945,4.47277520913783,72.2066614585682,80.1775826166512
"1","Incheon","Male","10-14",18051,56648,0.758350178717252,0.88852591658432,1.01946109606849,-0.0194610960684927,0.88852591658432,-0.0172916882219929,4.48585880347658,67.7338862494303,76.2317507966606
"1","Incheon","Male","15-19",15474,52726,0.773108504398827,0.905817604806313,0.921058652770923,0.0789413472290774,0.905817604806313,0.0715064620672264,4.3503218688635,63.2480274459537,69.8242417793125
"1","Incheon","Male","20-24",11888,29401,0.712078277507326,0.834311142739086,1.00121740724431,-0.00121740724431318,0.834311142739086,-0.00101569642918177,4.17409495476839,58.8977055770902,70.5944132350025
"1","Incheon","Male","25-29",15234,37836,0.712945166760882,0.835326839168268,0.965449077754493,0.0345509222455075,0.835326839168268,0.0288613126696884,4.10448091416712,54.7236106223219,65.511615401715
"1","Incheon","Male","30-34",14318,31619,0.688312253738816,0.80646552649858,0.984204301113592,0.0157956988864084,0.80646552649858,0.0127386866188404,4.0004809159458,50.6191297081547,62.7666379342055
"1","Incheon","Male","35-39",14701,30875,0.677439880638933,0.793726839879739,0.930307693336949,0.0696923066630506,0.793726839879739,0.0553166543315929,3.83034256356971,46.6186487922089,58.7338697016625
"1","Incheon","Male","40-44",17454,29748,0.630227532731664,0.738410185548147,1.03727450915817,-0.0372745091581683,0.738410185548147,-0.0275238772236992,3.76086062079998,42.7883062286392,57.9465276428657
"1","Incheon","Male","45-49",10680,20162,0.6537189546722,0.765934062771846,0.932276636393568,0.067723363606432,0.765934062771846,0.0518716310316495,3.6999912362801,39.0274456078392,50.9540540168725
"1","Incheon","Male","50-54",9335,14567,0.609446908208518,0.714062431740196,1.03995675712066,-0.0399567571206634,0.714062431740196,-0.0285316191540333,3.64164120658606,35.3274543715591,49.4739014422938
"1","Incheon","Male","55-59",5879,10175,0.633798430297745,0.74259405089423,1.04073554548296,-0.0407355454829588,0.74259405089423,-0.0302499737355765,3.78859518881009,31.6858131649731,42.6690910421611
"1","Incheon","Male","60-64",4474,8670,0.659616555082167,0.772844024629806,1.12062293358735,-0.120622933587347,0.772844024629806,-0.0932227134562987,4.09727690678978,27.897217976163,36.0968281918539
"1","Incheon","Male","65-69",2001,5671,0.739181438998957,0.866066738086105,0.966560012171724,0.0334399878282764,0.866066738086105,0.0289612611800744,4.25793053748034,23.7999410693732,27.4804931568761
"1","Incheon","Male","70-74",1149,2875,0.714463220675944,0.83710547690603,1.12460355445416,-0.124603554454164,0.83710547690603,-0.104306317875539,4.446293179219,19.5420105318929,23.3447409806955
"1","Incheon","Male","75-79",462,1889,0.803487877498937,0.94141179478157,1.01828769430675,-0.0182876943067523,0.94141179478157,-0.0172162511197363,4.75009960170719,15.0957173526739,16.0351903772105
"1","Incheon","Male","80-84",160,720,0.818181818181818,0.958628045901306,1.10561444837063,-0.105614448370632,0.958628045901306,-0.101244972260483,5.04625266015774,10.3456177509667,10.7921083627797
"1","Incheon","Male","85+",54,512,0.904593639575972,1.05987301816179,1,0,1.05987301816179,0,5.29936509080895,5.29936509080895,5
"1","Jeju","Female","0-4",1549,18680,0.923426763557269,1,0.966743190325246,0.0332568096747543,1,0.0332568096747543,4.91685797581311,76.0396901011414,76.0396901011414
"1","Jeju","Female","5-9",2071,17233,0.892716535433071,0.966743190325246,1.0353244378754,-0.0353244378753972,0.966743190325246,-0.0341496597681074,4.9190901010465,71.1228321253283,73.5695196377852
"1","Jeju","Female","10-14",1171,14288,0.924251245229316,1.00089285009335,0.957702326872244,0.0422976731277558,1.00089285009335,0.0423354386091565,4.89862565394387,66.2037420242818,66.1446847363402
"1","Jeju","Female","15-19",2110,16263,0.885157568170685,0.958557411484197,0.829807299353158,0.170192700646842,0.958557411484197,0.163139474585542,4.38493837095713,61.3051163703379,63.9556020702143
"1","Jeju","Female","20-24",5369,14854,0.734510211145725,0.795417936898655,0.917729103062193,0.0822708969378071,0.795417936898655,0.0654397471090724,3.81349031672059,56.9201779993808,71.5600885508231
"1","Jeju","Female","25-29",7912,16364,0.674081397264788,0.729978189789583,0.941107860685533,0.0588921393144668,0.729978189789583,0.0429899772496104,3.54241600582389,53.1066876826602,72.7510608200065
"1","Jeju","Female","30-34",9634,16716,0.63438330170778,0.686988212539972,1.01245208577412,-0.0124520857741184,0.686988212539972,-0.008554436148356,3.45632715307075,49.5642716768363,72.1471937540012
"1","Jeju","Female","35-39",8807,15813,0.642282696994314,0.695542648688328,1.07135460835878,-0.0713546083587777,0.695542648688328,-0.0496301732939826,3.6017886766766,46.1079445237656,66.290607212537
"1","Jeju","Female","40-44",6142,13551,0.688112527293962,0.745172821982311,0.99811944743267,0.00188055256733022,0.745172821982311,0.00140133666348354,3.72236076825284,42.506155847089,57.0420103809127
"1","Jeju","Female","45-49",4538,9952,0.686818495514148,0.743771485318827,0.973178587983457,0.0268214120165429,0.743771485318827,0.0199490014538923,3.6689849229594,38.7837950788361,52.1447727485962
"1","Jeju","Female","50-54",4727,9528,0.668397053665381,0.723822483864935,1.08734100361409,-0.0873410036140851,0.723822483864935,-0.0632193821792034,3.77716087477268,35.1148101558767,48.5130138102053
"1","Jeju","Female","55-59",3447,9169,0.726775523145212,0.787041866044138,1.02395333235573,-0.0239533323557306,0.787041866044138,-0.0188522753952296,3.98234001870877,31.337649281104,39.8170041939631
"1","Jeju","Female","60-64",3255,9469,0.74418421879912,0.805894141439368,1.10000976508865,-0.100009765088648,0.805894141439368,-0.0805972837716692,4.23096391662601,27.3553092623953,33.9440478045135
"1","Jeju","Female","65-69",1926,8692,0.818609907703899,0.886491425211037,0.98705163235738,0.0129483676426204,0.886491425211037,0.0114786168856631,4.40376058384103,23.1243453457692,26.0852442427904
"1","Jeju","Female","70-74",1649,6940,0.808010245663057,0.875012808325374,0.997493793472341,0.00250620652765854,0.875012808325374,0.00219296281200988,4.36958163459685,18.7205847619282,21.3946408370367
"1","Jeju","Female","75-79",1154,4794,0.805985205110962,0.872819845513364,1.10628483149582,-0.10628483149582,0.872819845513364,-0.0927675102065956,4.59601800308331,14.3510031273314,16.4421136860042
"1","Jeju","Female","80-84",362,2979,0.891649206824304,0.96558735571996,1.0136858416053,-0.013685841605299,0.96558735571996,-0.0132148756064628,4.86097396761596,9.75498512424807,10.1026438120397
"1","Jeju","Female","85+",307,2886,0.903852176636392,0.978802231326423,1,0,0.978802231326423,0,4.89401115663211,4.89401115663211,5
"1","Jeju","Male","0-4",1356,19166,0.933924568755482,1,0.946015722420022,0.0539842775799778,1,0.0539842775799778,4.86503930605005,76.6026646474686,76.6026646474686
"1","Jeju","Male","5-9",2600,19719,0.883507325597025,0.946015722420022,0.989872968884388,0.0101270311156121,0.946015722420022,0.00958033065680581,4.7061277854581,71.7376253414185,75.8313246189028
"1","Jeju","Male","10-14",2067,14411,0.874560019419833,0.936435391763216,0.998050643961984,0.00194935603801594,0.936435391763216,0.00182544598514545,4.67761334385322,67.0314975559604,71.5815507888341
"1","Jeju","Male","15-19",2512,17245,0.872855190565369,0.934609945778071,0.944001927242338,0.055998072757662,0.934609945778071,0.052336355743715,4.54220883953107,62.3538842121072,66.7164783488336
"1","Jeju","Male","20-24",2753,12887,0.823976982097187,0.882273590034356,0.905384250232033,0.0946157497679666,0.882273590034356,0.0834769772215762,4.20267550711784,57.8116753725761,65.525791574839
"1","Jeju","Male","25-29",6566,19286,0.746015782144515,0.79879661281278,0.984241014062364,0.0157589859376362,0.79879661281278,0.0125882245883481,3.96251250259303,53.6089998654583,67.1122022872461
"1","Jeju","Male","30-34",6964,19242,0.734259329924445,0.786208388224432,0.946898687873196,0.0531013121268044,0.786208388224432,0.0417486970198173,3.82667019857261,49.6464873628653,63.1467281530621
"1","Jeju","Male","35-39",7092,16181,0.695269196064109,0.744459691204614,1.1142211891522,-0.114221189152204,0.744459691204614,-0.0850330712052736,3.93488113403626,45.8198171642927,61.5477475887934
"1","Jeju","Male","40-44",4523,15551,0.774683670419448,0.829492762409888,0.905633590480461,0.0943664095195386,0.829492762409888,0.0782762537110648,3.95177317777178,41.8849360302564,50.4946371184361
"1","Jeju","Male","45-49",4402,10349,0.701579553928547,0.751216508698823,1.07935375398589,-0.0793537539858924,0.751216508698823,-0.0596118500214274,3.90511216854768,37.9331628524846,50.4956459465839
