"index","org_admin","sex","agegr","none","native","retention","Sx","px","qx","lx","dx","Lx","Tx","ex"
"2","Jeonbuk","Female","50-54",109438,53248,0.327305361248048,0.373508220451685,1.10563458236572,-0.105634582365724,0.373508220451685,-0.0394553848775784,1.96617956445237,22.0632696068095,59.0703722133033
"2","Jeonbuk","Female","55-59",77954,44208,0.361880126389548,0.412963605329263,1.09110098522975,-0.0911009852297473,0.412963605329263,-0.0376213913095244,2.15887150492013,20.0970900423572,48.665523506202
"2","Jeonbuk","Female","60-64",66761,43560,0.394847762438702,0.450584996638787,1.15271925076492,-0.15271925076492,0.450584996638787,-0.0688130030925898,2.42495749092541,17.9382185374371,39.8109539182399
"2","Jeonbuk","Female","65-69",47055,39308,0.455148616884545,0.519397999731377,1.18319220482035,-0.183192204820348,0.519397999731377,-0.0951496647500693,2.83486416053206,15.5132610465116,29.8677720255658
"2","Jeonbuk","Female","70-74",35627,41576,0.538528295532557,0.614547664481446,1.03170012272156,-0.0317001227215625,0.614547664481446,-0.0194812363823115,3.12144141336301,12.6783968859796,20.6304532890505
"2","Jeonbuk","Female","75-79",26840,33556,0.555599708589973,0.634028900863758,0.991612537858863,0.00838746214113695,0.634028900863758,0.00531789340238144,3.15684977081284,9.55695547261657,15.0733751404657
"2","Jeonbuk","Female","80-84",16679,20463,0.550939637068548,0.628711007461376,1.02396344814474,-0.023963448144743,0.628711007461376,-0.0150660836253299,3.18122024637021,6.40010570180374,10.1797258610856
"2","Jeonbuk","Female","85+",9340,12089,0.564142050492323,0.643777091086706,1,0,0.643777091086706,0,3.21888545543353,3.21888545543353,5
"2","Jeonbuk","Male","0-4",4992,35247,0.875941251025125,1,0.964082051361663,0.0359179486383367,1,0.0359179486383367,4.91020512840416,55.2370715782507,55.2370715782507
"2","Jeonbuk","Male","5-9",7251,39373,0.844479238160604,0.964082051361663,0.970249108345498,0.0297508916545017,0.964082051361663,0.0286823006561106,4.74870450516804,50.3268664498466,52.2018498101539
"2","Jeonbuk","Male","10-14",11980,54338,0.819355227841612,0.935399750705553,0.923950138350128,0.0760498616498718,0.935399750705553,0.0711370216284819,4.49915619945656,45.5781619446785,48.7258649687472
"2","Jeonbuk","Male","15-19",14479,45116,0.757043376122158,0.864262729077071,0.850970044549519,0.149029955450481,0.864262729077071,0.128801036011867,3.99931105535569,41.079005745222,47.530692187883
"2","Jeonbuk","Male","20-24",16506,29888,0.644221235504591,0.735461693065204,0.736098617447688,0.263901382552312,0.735461693065204,0.194089357614172,3.19208507129059,37.0796946898663,50.4168946384253
"2","Jeonbuk","Male","25-29",46810,42218,0.474210360785371,0.541372335451032,0.804572298168037,0.195427701831963,0.541372335451032,0.105799151352598,2.44236379887367,33.8876096185757,62.595754159368
"2","Jeonbuk","Male","30-34",71542,44135,0.38153651979218,0.435573184098435,0.996605045800629,0.00339495419937075,0.435573184098435,0.00147875101048827,2.17416904296595,31.445245819702,72.192795533978
"2","Jeonbuk","Male","35-39",89513,54919,0.380241220782098,0.434094433087946,0.908841792572563,0.091158207427437,0.434094433087946,0.0395712703745267,2.07154398950342,29.2710767767361,67.4302053783902
"2","Jeonbuk","Male","40-44",107077,56544,0.345579112705582,0.39452316271342,1.0001623546542,-0.000162354654204,0.39452316271342,-6.40526716578057e-05,1.97277594524624,27.1995327872327,68.9428032568783
"2","Jeonbuk","Male","45-49",110498,58365,0.345635219082925,0.394587215385078,1.04307589060043,-0.0430758906004343,0.394587215385078,-0.0169971957222576,2.01542906623103,25.2267568419864,63.932017709615
"2","Jeonbuk","Male","50-54",98260,55397,0.360523763967798,0.411584411107335,1.02885548589178,-0.0288554858917811,0.411584411107335,-0.0118764681679847,2.08761322595664,23.2113277757554,56.3950605255121
"2","Jeonbuk","Male","55-59",74442,43894,0.370926852352623,0.42346087927532,1.05362370023422,-0.0536237002342173,0.42346087927532,-0.0227075392511778,2.17407324450454,21.1237145497988,49.8835089228274
"2","Jeonbuk","Male","60-64",60529,38832,0.390817322692002,0.446168418526498,1.13630027266216,-0.136300272662163,0.446168418526498,-0.0608128770984078,2.38287428537851,18.9496413052942,42.4719467323051
"2","Jeonbuk","Male","65-69",40649,32472,0.444085830336018,0.506981295624905,1.16675151586267,-0.166751515862666,0.506981295624905,-0.0845398995594714,2.74625622702321,16.5667670199157,32.6772746112763
"2","Jeonbuk","Male","70-74",27377,29438,0.51813781571768,0.591521195184377,1.10732375688438,-0.107323756884376,0.591521195184377,-0.0634842769439234,3.11631666828169,13.8205107928925,23.3643543213775
"2","Jeonbuk","Male","75-79",15606,21006,0.573746312684366,0.6550054721283,1.13778474976581,-0.137784749765809,0.6550054721283,-0.0902497650724332,3.50065177332258,10.7041941246108,16.3421445775557
"2","Jeonbuk","Male","80-84",5692,10702,0.652799804806637,0.745255237200733,0.955449711134418,0.0445502888655821,0.745255237200733,0.0332013360958806,3.64327284576397,7.20354235128823,9.66587283350813
"2","Jeonbuk","Male","85+",2567,4255,0.623717384931105,0.712053901104853,1,0,0.712053901104853,0,3.56026950552426,3.56026950552426,5
"2","Jeonnam","Female","0-4",4057,31168,0.884826117814053,1,0.917163590810979,0.0828364091890207,1,0.0828364091890207,4.79290897702745,43.7751716440402,43.7751716440402
"2","Jeonnam","Female","5-9",7993,34417,0.811530299457675,0.917163590810979,0.936528804076043,0.063471195923957,0.917163590810979,0.0582134699666836,4.44028427913819,38.9822626670127,42.5030638564093
"2","Jeonnam","Female","10-14",14733,46660,0.760021500822569,0.858950120844296,0.870267996191692,0.129732003808308,0.858950120844296,0.111433320348519,4.01616730335018,34.5419783878745,40.2141842112111
"2","Jeonnam","Female","15-19",17367,33927,0.66142238858346,0.747516800495777,0.570007786691673,0.429992213308327,0.747516800495777,0.321426403530338,2.93401799365304,30.5258110845243,40.8362876450116
"2","Jeonnam","Female","20-24",34689,20993,0.377015911784778,0.426090396965439,0.756022305311035,0.243977694688965,0.426090396965439,0.103956552780734,1.87056060287536,27.5917930908713,64.7557262200146
"2","Jeonnam","Female","25-29",75048,29919,0.285032438766469,0.322133844184705,0.868854599248051,0.131145400751949,0.322133844184705,0.042246372091369,1.5050532906951,25.7212324879959,79.8464146264864
"2","Jeonnam","Female","30-34",108691,35778,0.247651745357135,0.279887472093336,0.871347686021011,0.128652313978989,0.279887472093336,0.0360081709385374,1.30941693312034,24.2161791973008,86.5211258516969
"2","Jeonnam","Female","35-39",155384,42757,0.215790775256005,0.243879301154799,0.871060493843421,0.128939506156579,0.243879301154799,0.0314456766527114,1.14078231414221,22.9067622641805,93.9266356583529
"2","Jeonnam","Female","40-44",188736,43688,0.18796681926135,0.212433624502087,1.0925034664524,-0.0925034664524043,0.212433624502087,-0.0196508466574915,1.11129523915416,21.7659799500383,102.460144909049
"2","Jeonnam","Female","45-49",194120,50165,0.205354401621057,0.232084471159579,1.17532598236118,-0.17532598236118,0.232084471159579,-0.040690437896828,1.26214845053996,20.6546847108841,88.9964098316694
"2","Jeonnam","Female","50-54",169850,54037,0.241358363817461,0.272774909056407,1.09621460962078,-0.096214609620777,0.272774909056407,-0.0262449313892051,1.42948687375505,19.3925362603442,71.0935486237629
"2","Jeonnam","Female","55-59",128933,46386,0.264580564570868,0.299019840445612,1.2178738773974,-0.217873877397403,0.299019840445612,-0.0651486120566383,1.65797073236965,17.9630493865891,60.0731020383792
"2","Jeonnam","Female","60-64",104363,49616,0.322225758057917,0.36416845250225,1.21022864683784,-0.210228646837844,0.36416845250225,-0.0765586409905798,2.0122388649877,16.3050786542195,44.7734517973347
"2","Jeonnam","Female","65-69",80769,51632,0.389966843150731,0.44072709349283,1.23710047982364,-0.237100479823643,0.44072709349283,-0.10449660533843,2.46487698081022,14.2928397892317,32.4301364727973
"2","Jeonnam","Female","70-74",61516,57339,0.482428168777081,0.545223698831259,1.05979148193895,-0.0597914819389496,0.545223698831259,-0.0325997329413565,2.80761782650969,11.8279628084215,21.6937796977203
"2","Jeonnam","Female","75-79",41727,43652,0.511273263917357,0.577823431772616,1.06111975970281,-0.0611197597028057,0.577823431772616,-0.0353164293005928,2.97740823211456,9.02034498191184,15.6109020263157
"2","Jeonnam","Female","80-84",23841,28273,0.542522162950455,0.613139861073209,0.980763092501175,0.0192369074988252,0.613139861073209,0.0117949147913079,3.03621201838777,6.04293674979728,9.85572319375881
"2","Jeonnam","Female","85+",16377,18623,0.532085714285714,0.601344946281901,1,0,0.601344946281901,0,3.0067247314095,3.0067247314095,5
"2","Jeonnam","Male","0-4",3991,33710,0.894140738972441,1,0.928298270247603,0.071701729752397,1,0.071701729752397,4.82074567561901,46.4584269757823,46.4584269757823
"2","Jeonnam","Male","5-9",7425,36259,0.830029301346031,0.928298270247603,0.902122813160621,0.0978771868393791,0.928298270247603,0.090859223239697,4.41434329313877,41.6376813001633,44.8537745191073
"2","Jeonnam","Male","10-14",16794,50058,0.748788368336026,0.837439047007906,0.929533602486769,0.0704663975132315,0.837439047007906,0.0590113127795608,4.03966695309063,37.2233380070245,44.4490117101897
"2","Jeonnam","Male","15-19",16957,38827,0.696023949519575,0.778427734228345,0.681801942961023,0.318198057038977,0.778427734228345,0.247694192576713,3.27290318969994,33.1836710539339,42.629096568391
"2","Jeonnam","Male","20-24",24518,22143,0.474550481129851,0.530733541651632,0.731116415656011,0.268883584343989,0.530733541651632,0.142705537010871,2.29690386573099,29.910767864234,56.3574101066841
"2","Jeonnam","Male","25-29",65233,34657,0.346951646811493,0.388028004640762,0.801884093520265,0.198115906479735,0.388028004640762,0.0768745198789275,1.74795372350649,27.613863998503,71.1646161314259
"2","Jeonnam","Male","30-34",105102,40512,0.278215006798797,0.311153484761834,0.930486697637429,0.0695133023625712,0.311153484761834,0.0216293062674171,1.50169415814063,25.8659102749965,83.1291036151981
"2","Jeonnam","Male","35-39",145505,50825,0.258875362909387,0.289524178494417,0.949371837735682,0.050628162264318,0.289524178494417,0.0146580770882587,1.41097569975144,24.3642161168559,84.1526128959404
"2","Jeonnam","Male","40-44",177460,57826,0.245768979029777,0.274866101406159,0.989880385324744,0.0101196146752557,0.274866101406159,0.00278153903352008,1.36737665944699,22.9532404171044,83.506988674414
"2","Jeonnam","Male","45-49",185741,59715,0.243281891662864,0.272084562372639,1.08268062929509,-0.0826806292950943,0.272084562372639,-0.0224961228384501,1.41666311895932,21.5858637576574,79.335128643183
"2","Jeonnam","Male","50-54",162905,58252,0.263396591561651,0.294580685211089,1.07809872478948,-0.0780987247894809,0.294580685211089,-0.0230063758625975,1.53041936571194,20.1692006386981,68.4674917645921
"2","Jeonnam","Male","55-59",119697,47470,0.283967529476511,0.317587061073686,1.14816490445161,-0.148164904451609,0.317587061073686,-0.04705525655905,1.70557344676606,18.6387812729862,58.6887299815455
"2","Jeonnam","Male","60-64",91318,44177,0.326041551348758,0.364642317632736,1.14716914686658,-0.147169146866579,0.364642317632736,-0.053664098797462,1.95737183515734,16.9332078262201,46.4378570653861
"2","Jeonnam","Male","65-69",65554,39169,0.374024808303811,0.418306416430198,1.26140968129911,-0.261409681299106,0.418306416430198,-0.109349347004389,2.36490544966196,14.9758359910628,35.8011146921094
"2","Jeonnam","Male","70-74",45363,40519,0.47179851424047,0.527655763434587,1.1036991184347,-0.103699118434704,0.527655763434587,-0.0547174375051574,2.77507241093583,12.6109305414008,23.8999200147355
"2","Jeonnam","Male","75-79",23659,25705,0.520723604246009,0.582373200939745,1.07241156025411,-0.0724115602541122,0.582373200939745,-0.0421705521302285,3.0172923850243,9.83585813046499,16.8892698266221
"2","Jeonnam","Male","80-84",9934,12563,0.558430012890608,0.624543753069973,1.1223566722478,-0.122356672247801,0.624543753069973,-0.0764170952987945,3.31376150359685,6.81856574544069,10.9176750418585
"2","Jeonnam","Male","85+",3610,6062,0.626757650951199,0.700960848368768,1,0,0.700960848368768,0,3.50480424184384,3.50480424184384,5
"2","Seoul","Female","0-4",34755,173249,0.832911867079479,1,0.855852732615066,0.144147267384934,1,0.144147267384934,4.63963183153767,61.9051958949976,61.9051958949976
"2","Seoul","Female","5-9",68054,168944,0.712849897467489,0.855852732615066,0.908703114349409,0.091296885650591,0.855852732615066,0.0781366890633036,4.08392194041707,57.2655640634599,66.9105348165267
"2","Seoul","Female","10-14",110615,203426,0.647768921892364,0.777716043551763,0.977997935401729,0.0220020645982709,0.777716043551763,0.0171113586293376,3.84580182118547,53.1816421230429,68.3818246569363
"2","Seoul","Female","15-19",132999,229907,0.633516668228136,0.760604684922425,0.968311607412669,0.0316883925873307,0.760604684922425,0.0241023398595848,3.74276757496316,49.3358403018574,64.8639711006897
"2","Seoul","Female","20-24",129603,205671,0.613441543334705,0.73650234506284,1.01273402648091,-0.0127340264809093,0.73650234506284,-0.00937864036528198,3.70595832622741,45.5930727268942,61.9048575099976
"2","Seoul","Female","25-29",153811,252294,0.621253124192019,0.745880985428122,0.892899066896528,0.107100933103472,0.745880985428122,0.0798845495234894,3.52969355333189,41.8871144006668,56.1579061793945
"2","Seoul","Female","30-34",174211,217025,0.554716334897607,0.665996435904633,0.930202267303543,0.0697977326964574,0.665996435904633,0.0464850412100649,3.213769576498,38.3574208473349,57.594033210153
"2","Seoul","Female","35-39",187872,200292,0.515998392432065,0.619511394694568,0.938856730638883,0.0611432693611166,0.619511394694568,0.037878952078091,3.00285959327761,35.1436512708369,56.7280143219375
"2","Seoul","Female","40-44",153524,144262,0.484448563733688,0.581632442616477,1.0339272586794,-0.033927258679401,0.581632442616477,-0.0197331943369811,2.95749519892484,32.1407916775593,55.259626737762
"2","Seoul","Female","45-49",109181,109568,0.500884575472345,0.601365636953458,1.01543848194537,-0.0154384819453686,0.601365636953458,-0.00928417252867103,3.03003861608897,29.1832964786345,48.5283738965835
"2","Seoul","Female","50-54",97450,100868,0.508617472947488,0.610649809482129,1.00830392987741,-0.00830392987740725,0.610649809482129,-0.00507079319759169,3.06592603040462,26.1532578625455,42.8285695933078
"2","Seoul","Female","55-59",53663,56492,0.512840996777268,0.615720602679721,1.0468092072543,-0.0468092072542952,0.615720602679721,-0.0288213933015746,3.15065649665254,23.0873318321409,37.4964419440586
"2","Seoul","Female","60-64",41587,48204,0.536846677283915,0.644541995981295,1.00651659578568,-0.00651659578568142,0.644541995981295,-0.0042002196547064,3.23321052904324,19.9366753354883,30.9315381461457
"2","Seoul","Female","65-69",28984,34072,0.54034509007866,0.648742215636002,1.05564718416857,-0.0556471841685684,0.648742215636002,-0.0361006775514217,3.33396277205856,16.7034648064451,25.7474608617379
"2","Seoul","Female","70-74",18989,25214,0.570413772820849,0.684842893187423,0.935339738834426,0.0646602611655737,0.684842893187423,0.0442821203308859,3.3135091651099,13.3695020343865,19.5219986472542
"2","Seoul","Female","75-79",14183,16222,0.533530669297813,0.640560772856538,1.04832731714696,-0.0483273171469627,0.640560772856538,-0.0309565836217414,3.28019532333704,10.0559928692766,15.698733508817
"2","Seoul","Female","80-84",8232,10448,0.5593147751606,0.671517356478279,1.0120372130513,-0.0120372130513002,0.671517356478279,-0.00808319748757497,3.37779477611033,6.7757975459396,10.0902790978848
"2","Seoul","Female","85+",4251,5545,0.566047366271948,0.679600553965854,1,0,0.679600553965854,0,3.39800276982927,3.39800276982927,5
"2","Seoul","Male","0-4",39637,187294,0.825334573064059,1,0.866217709494533,0.133782290505467,1,0.133782290505467,4.66554427373633,65.906414485185,65.906414485185
"2","Seoul","Male","5-9",70371,176475,0.714919423446197,0.866217709494533,0.946419243631674,0.0535807563683263,0.866217709494533,0.0464126000543562,4.21505704733677,61.2408702114487,70.6991666646769
"2","Seoul","Male","10-14",108816,227673,0.676613499995542,0.819805109440176,0.932777207252244,0.0672227927477558,0.819805109440176,0.0551095889654482,3.96125157478726,57.0258131641119,69.5602070631804
"2","Seoul","Male","15-19",142810,244345,0.631129650915008,0.764695520474728,0.955674679824627,0.0443253201753729,0.764695520474728,0.0338953737817158,3.73873916791935,53.0645615893246,69.3930592876781
"2","Seoul","Male","20-24",108790,165347,0.603154627066029,0.730800146693012,1.00483475330455,-0.00483475330455074,0.730800146693012,-0.00353323842419021,3.66283382952554,49.3258224214053,67.4956383692758
"2","Seoul","Male","25-29",161524,248509,0.606070730892392,0.734333385117202,0.954761837569153,0.0452381624308467,0.734333385117202,0.0332198929543255,3.5886171932002,45.6629885918798,62.1829124445864
"2","Seoul","Male","30-34",168264,231084,0.5786532047237,0.701113492162877,0.91421078009979,0.0857892199002104,0.701113492162877,0.0601479795541655,3.35519751192897,42.0743713986796,60.0107855133177
"2","Seoul","Male","35-39",190662,214150,0.529010997697697,0.640965512608711,0.95374290205138,0.0462570979486197,0.640965512608711,0.0296492044984284,3.13070455179749,38.7191738867506,60.407577514061
"2","Seoul","Male","40-44",147258,149957,0.504540484161297,0.611316308110283,0.989335985431973,0.0106640145680268,0.611316308110283,0.00651908601536041,3.04028382551301,35.5884693349531,58.2161294616286
"2","Seoul","Male","45-49",107032,106673,0.499160057088042,0.604797222094923,1.03013839546597,-0.0301383954659689,0.604797222094923,-0.0182276178562162,3.06955515511515,32.5481855094401,53.8166914799944
"2","Seoul","Male","50-54",88941,94142,0.514203940289377,0.623024839951139,1.06059800062125,-0.0605980006212519,0.623024839951139,-0.0377540596384145,3.20950934885173,29.4786303543249,47.3153371487352
"2","Seoul","Male","55-59",47755,57285,0.545363670982483,0.660778899589553,0.993591910995186,0.00640808900481415,0.660778899589553,0.00423433000107301,3.29330867294508,26.2691210054732,39.7547818518273
"2","Seoul","Male","60-64",37750,44650,0.541868932038835,0.65654456958848,1.02290528293009,-0.022905282930088,0.65654456958848,-0.015038339122637,3.32031869574899,22.9758123325281,34.9950534918433
"2","Seoul","Male","65-69",25365,31543,0.554280593238209,0.671582908711117,1.00690010119077,-0.00690010119077211,0.671582908711117,-0.00463399002809978,3.36949951862584,19.6554936367791,29.2674119335487
"2","Seoul","Male","70-74",16754,21160,0.558105185419634,0.676216898739217,1.01618670631127,-0.0161867063112711,0.676216898739217,-0.0109457243426102,3.40844880455261,16.2859941181533,24.0839797829926
"2","Seoul","Male","75-79",8491,11125,0.567139070146819,0.687162623081827,1.087332472841,-0.0873324728410001,0.687162623081827,-0.0600116111176441,3.58584214320325,12.8775453136007,18.7401713670728
"2","Seoul","Male","80-84",3100,4987,0.616668727587486,0.747174234199471,1.32477223207117,-0.324772232071167,0.747174234199471,-0.242661443787027,4.34252478046493,9.29170317039742,12.4357917405338
"2","Seoul","Male","85+",700,3124,0.816945606694561,0.989835677986499,1,0,0.989835677986499,0,4.9491783899325,4.9491783899325,5
"2","Ulsan","Female","0-4",2657,22335,0.893685979513444,1,0.928970683098789,0.0710293169012111,1,0.0710293169012111,4.82242670774697,64.0798616241124,64.0798616241124
"2","Ulsan","Female","5-9",4790,23421,0.830208074864415,0.928970683098789,0.970678733623739,0.0293212663762612,0.928970683098789,0.0272385968548769,4.57675692335675,59.2574349163654,63.7882723259888
"2","Ulsan","Female","10-14",7242,30062,0.805865322753592,0.901732086243912,0.912338105101894,0.0876618948981065,0.901732086243912,0.0790475433705641,4.31104157279315,54.6806779930086,60.6396055182824
"2","Ulsan","Female","15-19",9778,27151,0.735221641528338,0.822684542873348,0.73127627213429,0.268723727865711,0.822684542873348,0.221074857218424,3.56073557132068,50.3696364202155,61.225942381623
"2","Ulsan","Female","20-24",13588,15801,0.537650141209296,0.601609685654924,1.00700958058971,-0.00700958058971102,0.601609685654924,-0.0042170315751489,3.01859100721249,46.8089008488948,77.8060958209769
"2","Ulsan","Female","25-29",15960,18843,0.541418843203172,0.605826717230073,0.99730654255795,0.0026934574420503,0.605826717230073,0.00163176848011624,3.02505416495007,43.7903098416823,72.2819060240491
"2","Ulsan","Female","30-34",15628,18343,0.53996055459068,0.604194948749957,1.17862893709122,-0.178628937091216,0.604194948749957,-0.107926701491086,3.2907914974775,40.7652556767322,67.4703682330896
"2","Ulsan","Female","35-39",8681,15195,0.636413134528397,0.712121650241043,1.00976796767041,-0.00976796767040544,0.712121650241043,-0.00695598125695028,3.57799820434759,37.4744641792547,52.6236832801954
"2","Ulsan","Female","40-44",7404,13314,0.642629597451492,0.719077631497993,0.999746497813014,0.00025350218698561,0.719077631497993,0.000182287752197174,3.59493243810947,33.8964659749072,47.1388129600048
"2","Ulsan","Female","45-49",6279,11283,0.642466689443116,0.718895343745796,0.948212183747128,0.0517878162528717,0.718895343745796,0.0372300199669523,3.5014016688116,30.3015335367977,42.1501318660821
"2","Ulsan","Female","50-54",6809,10614,0.609194742581645,0.681665323778844,0.915301259119702,0.0846987408802976,0.681665323778844,0.0577361946258284,3.26398613232965,26.8001318679861,39.3156743244886
"2","Ulsan","Female","55-59",6141,7740,0.557596714934083,0.623929129153015,1.053918181308,-0.0539181813079961,0.623929129153015,-0.0336411239090124,3.20374845553761,23.5361457356564,37.7224666006647
"2","Ulsan","Female","60-64",5240,7468,0.587661315706641,0.657570253062027,0.900349427398169,0.0996505726018313,0.657570253062027,0.0655272522435622,3.12403313470123,20.3323972801188,30.9204943280804
"2","Ulsan","Female","65-69",4183,4700,0.529100529100529,0.592043000818465,1.0669714487966,-0.0669714487966024,0.592043000818465,-0.0396499775147007,3.05933994787908,17.2083641454176,29.0660714198598
"2","Ulsan","Female","70-74",3691,4785,0.56453515809344,0.631692978333166,0.954427960438385,0.0455720395616146,0.631692978333166,0.0287875373993932,3.08649604816735,14.1490241975385,22.3985776046985
"2","Ulsan","Female","75-79",3173,3707,0.538808139534884,0.602905440933773,1.0215323164068,-0.0215323164068004,0.602905440933773,-0.0129819507175675,3.04698208146278,11.0625281493712,18.3486951655929
"2","Ulsan","Female","80-84",2029,2484,0.550409926877908,0.61588739165134,1.40195056792591,-0.401950567925914,0.61588739165134,-0.247556286852666,3.69832767538837,8.0155460679084,13.0146292594444
"2","Ulsan","Female","85+",596,2014,0.771647509578544,0.863443678504006,1,0,0.863443678504006,0,4.31721839252003,4.31721839252003,5
"2","Ulsan","Male","0-4",3070,26914,0.897612059765208,1,0.93296421929321,0.0670357807067898,1,0.0670357807067898,4.83241054823303,67.5765937309248,67.5765937309248
"2","Ulsan","Male","5-9",4770,24573,0.837439934567018,0.93296421929321,0.972738363848996,0.0272616361510041,0.93296421929321,0.0254341310882771,4.60123576874536,62.7441831826917,67.2525075294154
"2","Ulsan","Male","10-14",8111,35640,0.814609951772531,0.907530088204933,0.92902856625374,0.0709714337462601,0.907530088204933,0.064408711527774,4.37662866220523,58.1429474139464,64.0672393892211
"2","Ulsan","Male","15-19",10575,32907,0.756795915551263,0.843121376677159,0.736847359810287,0.263152640189713,0.843121376677159,0.22186961627298,3.66093284270335,53.7663187517411,63.7705557456514
"2","Ulsan","Male","20-24",11749,14811,0.557643072289157,0.621251760404179,1.00384042161381,-0.00384042161381437,0.621251760404179,-0.00238586868827644,3.11222347374159,50.1053859090378,80.6523041100758
"2","Ulsan","Male","25-29",16354,20796,0.55978465679677,0.623637629092455,1.01876080603579,-0.0187608060357911,0.623637629092455,-0.0116999445960242,3.14743800695234,46.9931624352962,75.3533145581396
"2","Ulsan","Male","30-34",13386,17765,0.570286668164746,0.63533757368848,1.16404828006973,-0.164048280069728,0.63533757368848,-0.104226036227269,3.43725295901057,43.8457244283439,69.0116974725667
"2","Ulsan","Male","35-39",8011,15820,0.663841215223868,0.739563609915749,1.10226442160606,-0.102264421606064,0.739563609915749,-0.0756310448089271,3.88689566160106,40.4084714693333,54.6382636024191
"2","Ulsan","Male","40-44",5238,14287,0.731728553137004,0.815194654724676,0.989056206880877,0.0109437931191226,0.815194654724676,0.00892132165312146,4.05366996949058,36.5215758077322,44.8010491679034
"2","Ulsan","Male","45-49",4886,12799,0.723720667232118,0.806273333071554,0.941873014503642,0.0581269854963584,0.806273333071554,0.0468662383375508,3.91420106951389,32.4679058382417,40.2691054093938
"2","Ulsan","Male","50-54",5693,12190,0.681652966504501,0.759407094734004,1.02359410770224,-0.0235941077022417,0.759407094734004,-0.0179175327830005,3.84182930562752,28.5537047687278,37.5999973752276
"2","Ulsan","Male","55-59",4112,9492,0.697735960011761,0.777324627517004,0.862387043441986,0.137612956558014,0.777324627517004,0.106969940197972,3.61919828709009,24.7118754631003,31.790933399392
"2","Ulsan","Male","60-64",4589,6933,0.601718451657698,0.670354687319032,0.938136880674584,0.0618631193254161,0.670354687319032,0.0414702320119693,3.24809785656524,21.0926771760102,31.4649506821034
"2","Ulsan","Male","65-69",3535,4582,0.564494271282494,0.628884455307063,0.959616822415706,0.0403831775842942,0.628884455307063,0.0253963526386673,3.08093139493864,17.8445793194449,28.3749728091658
"2","Ulsan","Male","70-74",3028,3579,0.541698198879976,0.603488102668395,1.05560205430362,-0.0556020543036182,0.603488102668395,-0.0335551782561556,3.10132845898237,14.7636479245063,24.463859120382
"2","Ulsan","Male","75-79",1729,2309,0.571817731550272,0.637043280924551,0.933875786885748,0.066124213114252,0.637043280924551,0.0421239856708573,3.07990644044561,11.6623194655239,18.306949958876
"2","Ulsan","Male","80-84",692,793,0.534006734006734,0.594919295253694,1.59015737508138,-0.590157375081377,0.594919295253694,-0.351096009672182,3.85233650044893,8.58241302507831,14.4261803131103
"2","Ulsan","Male","85+",116,653,0.849154746423927,0.946015304925876,1,0,0.946015304925876,0,4.73007652462938,4.73007652462938,5
"3","Abroad","Female","0-4",5700,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","5-9",10277,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","10-14",8266,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","15-19",7148,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","20-24",21900,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","25-29",48447,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","30-34",42953,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","35-39",34434,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","40-44",33171,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","45-49",26903,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","50-54",20408,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","55-59",14923,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","60-64",9466,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","65-69",22245,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","70-74",44197,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","75-79",42143,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","80-84",28601,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Female","85+",20076,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","0-4",6112,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","5-9",9770,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","10-14",10040,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","15-19",7868,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","20-24",6978,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","25-29",13664,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","30-34",14180,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","35-39",10671,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","40-44",9976,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","45-49",9683,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","50-54",8649,0,0,NA,1,0,NA,NA,NA,NA,NA
"3","Abroad","Male","55-59",6529,0,0,NA,1,0,NA,NA,NA,NA,NA
