"org_region5","sex","agegr","none","native","retention","Sx","px","qx","lx","dx","Lx","Tx","ex","year"
"Rest Capital","Male","30-34",52271,156536,0.749668354030277,0.826414361663002,0.999999,1e-06,0.824888558071465,8.24888558071465e-07,4.12444072813593,44.0611647878963,53.4146877863216,2000
"Rest Capital","Male","35-39",57440,176372,0.754332540673704,0.831556036387409,0.968983357512911,0.0310166424870886,0.824887733182907,0.0255852479121191,4.06047554613424,39.9367240597604,48.4147387010603,2000
"Rest Capital","Male","40-44",60868,165353,0.73093567794325,0.8057639600988,0.955222795763493,0.044777204236507,0.799302485270788,0.0357905306297177,3.90703609977964,35.8762485136261,44.8844450939896,2000
"Rest Capital","Male","45-49",46121,106702,0.698206421808236,0.769684102691039,0.965437341980397,0.0345626580196029,0.76351195464107,0.0263890025821379,3.75158726675001,31.9692124138465,41.8712663495562,2000
"Rest Capital","Male","50-54",35359,73129,0.674074552024187,0.743081774266604,0.986331043068033,0.0136689569319667,0.737122952058932,0.0100757018852577,3.66042550558152,28.2176251470965,38.2807577328572,2000
"Rest Capital","Male","55-59",30990,61479,0.664860656003634,0.732924621497224,0.999999,1e-06,0.727047250173675,7.27047250173675e-07,3.63523443325025,24.557199641515,33.7766213071418,2000
"Rest Capital","Male","60-64",25455,58590,0.697126539353918,0.76849366912884,0.999999,1e-06,0.727046523126424,7.27046523126424e-07,3.63523079801581,20.9219652082647,28.7766525837943,2000
"Rest Capital","Male","65-69",13932,39789,0.740660077064835,0.81648387784565,0.999999,1e-06,0.727045796079901,7.27045796079901e-07,3.63522716278502,17.2867344102489,23.7766788604732,2000
"Rest Capital","Male","70-74",7140,23138,0.764185216989233,0.84241736348518,0.930098346535686,0.069901653464314,0.727045069034105,0.0508216524685603,3.50817121399913,13.6515072474639,18.7767001371733,2000
"Rest Capital","Male","75-79",5367,13189,0.7107674067687,0.783530996870518,0.999999,1e-06,0.676223416565545,6.76223416565545e-07,3.38111539226918,10.1433360334648,14.9999775000125,2000
"Rest Capital","Male","80-84",1873,7000,0.788910176941283,0.86967349866291,0.999999,1e-06,0.676222740342128,6.76222740342128e-07,3.38111201115379,6.76222064119557,9.9999900000025,2000
"Rest Capital","Male","85+",576,3679,0.864629847238543,0.95314483990018,0.999999,1e-06,0.676222064119388,6.76222064119388e-07,3.38110863004178,3.38110863004178,4.9999975,2000
"Rest Capital","Total","0-4",77747,745648,0.905577517473388,1,0.932584420977299,0.0674155790227015,1,0.0674155790227015,4.83146105244325,68.9753966087072,68.9753966087072,2000
"Rest Capital","Total","5-9",128811,699702,0.844527484782979,0.932584420977299,0.966638328011212,0.0333616719887878,0.932584420977299,0.0311125755544982,4.58514066600025,64.143935556264,68.7808354004505,2000
"Rest Capital","Total","10-14",114281,508004,0.816352635850133,0.9014718454228,0.97183876552953,0.0281612344704705,0.9014718454228,0.0253865600074792,4.4438928270953,59.5587948902637,66.0683915894567,2000
"Rest Capital","Total","15-19",113841,437082,0.793363137861371,0.876085285415321,0.954566619884047,0.0454333801159529,0.876085285415321,0.0398035157862674,4.28091763761094,55.1149020631684,62.9104300468195,2000
"Rest Capital","Total","20-24",95823,299027,0.75731796884893,0.836281769629054,0.970143287673529,0.0298567123264714,0.836281769629054,0.024968624219687,4.11898728759605,50.8339844255575,60.7857139443632,2000
"Rest Capital","Total","25-29",116847,323598,0.73470694411334,0.811313145409367,0.979677128528386,0.0203228714716142,0.811313145409367,0.0164882127773856,4.01534519510337,46.7149971379614,57.5794899938301,2000
"Rest Capital","Total","30-34",116380,298930,0.719775589318822,0.794824932631981,0.997152005001043,0.00284799499895694,0.794824932631981,0.00226365743318217,3.96846551957695,42.6996519428581,53.7220841845796,2000
"Rest Capital","Total","35-39",129053,328137,0.717725672040071,0.792561275198799,0.9481198085136,0.0518801914864002,0.792561275198799,0.0411182307220192,3.86001079918895,38.7311864232811,48.8683810769913,2000
"Rest Capital","Total","40-44",139562,297238,0.680489926739927,0.75144304447678,0.952650272784074,0.0473497272159261,0.75144304447678,0.0355806231742806,3.6682636644482,34.8711756240922,46.4056136794406,2000
"Rest Capital","Total","45-49",104742,193048,0.648268914335606,0.715862421302499,0.981868765685932,0.018131234314068,0.715862421302499,0.0129794692972717,3.54686343326932,31.202911959644,43.5878613419473,2000
"Rest Capital","Total","50-54",78592,137626,0.63651499875126,0.702882952005228,0.999999,1e-06,0.702882952005228,7.02882952005228e-07,3.51441300281876,27.6560485263747,39.3465917013292,2000
"Rest Capital","Total","55-59",68235,119537,0.63660716187717,0.702984724768057,0.999999,1e-06,0.702882249122275,7.02882249122275e-07,3.51440948840575,24.1416355235559,34.3466285479577,2000
"Rest Capital","Total","60-64",55385,118642,0.681744786728496,0.752828745826865,0.999999,1e-06,0.702881546240026,7.02881546240026e-07,3.51440597399627,20.6272260351501,29.3466603946181,2000
"Rest Capital","Total","65-69",35640,90022,0.716382040712387,0.791077546526479,0.999999,1e-06,0.70288084335848,7.0288084335848e-07,3.51440245959029,17.1128200611539,24.3466872413054,2000
"Rest Capital","Total","70-74",21718,58485,0.729212124234754,0.805245393314641,0.962670328461991,0.037329671538009,0.702880140477637,0.0262382847746198,3.44880499045163,13.5984176015636,19.3467090880145,2000
"Rest Capital","Total","75-79",15807,37235,0.701990875155537,0.775185847274711,0.999999,1e-06,0.676641855703017,6.76641855703017e-07,3.38320758691044,10.149612611112,14.9999775000125,2000
"Rest Capital","Total","80-84",8582,21101,0.710878280497254,0.784999921906901,0.999999,1e-06,0.676641179061161,6.76641179061161e-07,3.38320420370286,6.76640502420151,9.9999900000025,2000
"Rest Capital","Total","85+",4254,13099,0.754855068287904,0.833562068097707,0.999999,1e-06,0.676640502419982,6.76640502419982e-07,3.38320082049865,3.38320082049865,4.9999975,2000
"Seoul","Female","0-4",64193,248398,0.794642200191304,1,0.802732486664556,0.197267513335444,1,0.197267513335444,4.50683121666139,52.4276578834954,52.4276578834954,2000
"Seoul","Female","5-9",137306,241872,0.63788510936816,0.802732486664556,0.953436180092514,0.0465638199074861,0.802732486664556,0.0373782909429369,3.92021670596544,47.920826666834,59.6971313145061,2000
"Seoul","Female","10-14",141888,220240,0.608182742013874,0.765354195721619,0.999999,1e-06,0.765354195721619,7.65354195721619e-07,3.82676906522261,44.0006099608686,57.4905190392042,2000
"Seoul","Female","15-19",137598,276563,0.667766882927171,0.840336547400089,0.999999,1e-06,0.765353430367423,7.65353430367423e-07,3.82676523845354,40.173840895646,52.4905740297783,2000
"Seoul","Female","20-24",127631,276240,0.683980776039874,0.860740564590215,0.902216354410946,0.0977836455890542,0.765352665013993,0.0748389737463664,3.63966589070405,36.3470756571924,47.4906240204023,2000
"Seoul","Female","25-29",156375,252020,0.617098642245865,0.776574214278203,0.834286831232022,0.165713168767978,0.690513691267627,0.114427211857632,3.16650042669405,32.7074097664884,47.3667795151824,2000
"Seoul","Female","30-34",145314,154202,0.514837270796886,0.647885640446659,0.904134675954293,0.0958653240457066,0.576086479409995,0.0552267170269894,2.7423656044825,29.5409093397943,51.2786020773287,2000
"Seoul","Female","35-39",120553,104983,0.465482229001135,0.58577587358068,0.999999,1e-06,0.520859762383005,5.20859762383005e-07,2.60429750976562,26.7985437353118,51.450593174456,2000
"Seoul","Female","40-44",97116,100488,0.508532215947046,0.639951182840051,0.999999,1e-06,0.520859241523243,5.20859241523243e-07,2.60429490546811,24.1942462255462,46.4506421250982,2000
"Seoul","Female","45-49",49081,61911,0.55779695833934,0.701947314407735,0.999999,1e-06,0.520858720664001,5.20858720664001e-07,2.60429230117321,21.5899513200781,41.4506860757842,2000
"Seoul","Female","50-54",38715,50692,0.566980214077198,0.713503780620638,0.999999,1e-06,0.520858199805281,5.20858199805281e-07,2.6042896968809,18.9856590189049,36.4507250265093,2000
"Seoul","Female","55-59",26808,36581,0.577087507296219,0.726223081479047,0.931920485896375,0.0680795141036252,0.520857678947081,0.0354597376998593,2.51563905048576,16.381369322024,31.4507589772682,2000
"Seoul","Female","60-64",21863,25439,0.53779967020422,0.676782166961116,0.967020438211251,0.0329795617887494,0.485397941247222,0.0160082113954945,2.38696917774737,13.8657302715382,28.5656965002993,2000
"Seoul","Female","65-69",14867,16110,0.520063272750751,0.654462187668298,0.999999,1e-06,0.469389729851727,4.69389729851727e-07,2.34694747578431,11.4787610937909,24.4546490129148,2000
"Seoul","Female","70-74",9639,12404,0.562718323277231,0.708140497876605,0.976793431338351,0.0232065686616493,0.469389260461997,0.0108929141019521,2.31971401705511,9.13181361800656,19.4546709675857,2000
"Seoul","Female","75-79",6085,7427,0.54965956187093,0.691706986790537,0.999999,1e-06,0.458496346360045,4.58496346360045e-07,2.29248058555936,6.81209960095145,14.8574784838135,2000
"Seoul","Female","80-84",2433,3935,0.617933417085427,0.777624718315569,0.980999105840275,0.0190008941597252,0.458495887863699,0.00871183183796736,2.27069985972358,4.51961901539209,9.8574908413043,2000
"Seoul","Female","85+",1361,2095,0.60619212962963,0.762849153346869,0.999999,1e-06,0.449784056025731,4.49784056025731e-07,2.24891915566852,2.24891915566852,4.9999975,2000
"Seoul","Male","0-4",69229,270363,0.796140662913143,1,0.808754610582167,0.191245389417833,1,0.191245389417833,4.52188652645542,55.6760421188155,55.6760421188155,2000
"Seoul","Male","5-9",156722,283363,0.643882431802947,0.808754610582167,0.970230530774297,0.0297694692257033,0.808754610582167,0.0240761954908715,3.98358256418366,51.15415559236,63.2505273206884,2000
"Seoul","Male","10-14",150124,249902,0.624714393564418,0.784678415091296,0.999999,1e-06,0.784678415091296,7.84678415091295e-07,3.92339011376044,47.1705730281764,60.1145286030178,2000
"Seoul","Male","15-19",145944,292151,0.666866775471074,0.837624312556721,0.999999,1e-06,0.78467763041288,7.8467763041288e-07,3.92338619037033,43.2471829144159,55.114586217604,2000
"Seoul","Male","20-24",97400,211600,0.684789644012945,0.860136500888228,0.967056102888354,0.0329438971116461,0.78467684573525,0.0258503132717931,3.85875844549677,39.3237967240456,50.1146388322429,2000
"Seoul","Male","25-29",140818,276087,0.662230004437462,0.831800252500995,0.886170849028071,0.113829150971929,0.758826532463457,0.0863765799252884,3.57819121250406,35.4650382785488,46.7366871891195,2000
"Seoul","Male","30-34",123709,175719,0.586848925284209,0.73711713598057,0.858298451272914,0.141701548727086,0.672449952538169,0.0952871997161142,3.12403176340056,31.8868470660448,47.418914888294,2000
"Seoul","Male","35-39",106548,108133,0.50369152370261,0.632666496218849,0.997275401089921,0.00272459891007926,0.577162752822054,0.00157253700727731,2.88188242159208,28.7628153026442,49.8348432257757,2000
"Seoul","Male","40-44",97426,98334,0.502319166326114,0.630942733772808,0.999999,1e-06,0.575590215814777,5.75590215814777e-07,2.87794964009835,25.8809328810521,44.9641640353743,2000
"Seoul","Male","45-49",49188,60565,0.55183001831385,0.693131307091714,0.999999,1e-06,0.575589640224561,5.75589640224561e-07,2.87794676214871,23.0029832409538,39.9642064995808,2000
"Seoul","Male","50-54",36674,52291,0.587770471533749,0.738274652852236,0.999999,1e-06,0.575589064634921,5.75589064634921e-07,2.87794388420194,20.1250364788051,34.9642439638248,2000
"Seoul","Male","55-59",21183,37859,0.641221503336608,0.80541232624688,0.964549998464363,0.0354500015356369,0.575588489045856,0.0204046128205705,2.82693091317785,17.2470925946031,29.9642764281012,2000
"Seoul","Male","60-64",16915,27422,0.618490200058642,0.776860458044608,0.970914191725183,0.0290858082748171,0.555183876225286,0.0161479717811584,2.73554945167353,14.4201616814253,25.9736680025156,2000
"Seoul","Male","65-69",9411,14146,0.600500912679883,0.754264843705636,0.999999,1e-06,0.539035904444127,5.39035904444127e-07,2.69517817463087,11.6846122297518,21.6768718621839,2000
"Seoul","Male","70-74",4385,6767,0.606796987087518,0.76217308743809,0.918999062833227,0.0810009371667727,0.539035365408223,0.0436623697640998,2.58602090263086,8.98943405512089,16.676891039075,2000
"Seoul","Male","75-79",3480,4387,0.557645862463455,0.700436353072312,0.999999,1e-06,0.495372995644123,4.95372995644123e-07,2.47686373978813,6.40341315249002,12.9264477652113,2000
"Seoul","Male","80-84",891,2627,0.746731097214326,0.937938648281043,0.723528000065273,0.276471999934727,0.495372500271127,0.136956625862625,2.13447093669907,3.9265494127019,7.92645819166954,2000
"Seoul","Male","85+",622,731,0.540280857354028,0.678624874374708,0.999999,1e-06,0.358415874408502,3.58415874408502e-07,1.79207847600283,1.79207847600283,4.9999975,2000
"Seoul","Total","0-4",133422,518761,0.79542245044719,1,0.805995231387802,0.194004768612198,1,0.194004768612198,4.51498807846951,54.2040175632598,54.2040175632598,2000
"Seoul","Total","5-9",294028,525235,0.641106701999236,0.805995231387802,0.962179279805836,0.0378207201941639,0.805995231387802,0.0304833201241485,3.95376785662864,49.6890294847903,61.6492846976691,2000
"Seoul","Total","10-14",292012,470142,0.61685958480832,0.775511911263654,0.999999,1e-06,0.775511911263654,7.75511911263654e-07,3.87755761753849,45.7352616281617,58.9742864859917,2000
"Seoul","Total","15-19",283542,568714,0.667304190290241,0.838930545542284,0.999999,1e-06,0.775511135751743,7.75511135751743e-07,3.87755373998087,41.8577040106232,53.9743429603347,2000
"Seoul","Total","20-24",225031,487840,0.684331386744586,0.86033702765097,0.935068914773808,0.064931085226192,0.775510360240607,0.0503547292945777,3.75166497796659,37.9801502706423,48.9743944347291,2000
"Seoul","Total","25-29",297193,528107,0.639897007148916,0.804474410785316,0.86082260382725,0.13917739617275,0.725155630946029,0.100925272535076,3.37346497339246,34.2284852926757,47.2015714033988,2000
"Seoul","Total","30-34",269023,329921,0.550837807875194,0.692509757004608,0.878871750320242,0.121128249679758,0.624230358410953,0.0756119307112868,2.93212196527655,30.8550203192833,49.4289005709817,2000
"Seoul","Total","35-39",227101,213116,0.484115788349837,0.608627262252485,0.999999,1e-06,0.548618427699666,5.48618427699666e-07,2.74309076695226,27.9228983540067,50.8967561864195,2000
"Seoul","Total","40-44",194542,198822,0.50544025381072,0.635436243378043,0.999999,1e-06,0.548617879081238,5.48617879081238e-07,2.74308802386149,25.1798075870545,45.8968045832241,2000
"Seoul","Total","45-49",98269,122476,0.554830233980385,0.697529009482265,0.999999,1e-06,0.548617330463359,5.48617330463359e-07,2.74308528077347,22.436719563193,40.8968479800721,2000
"Seoul","Total","50-54",75389,102983,0.577349584015428,0.725840191826167,0.999999,1e-06,0.548616781846029,5.48616781846029e-07,2.74308253768819,19.6936342824195,35.8968863769584,2000
"Seoul","Total","55-59",47991,74440,0.608015943674396,0.764393742385026,0.948724389898758,0.0512756101012417,0.548616233229247,0.0281306320702748,2.67275458597055,16.9505517447313,30.8969197738782,2000
"Seoul","Total","60-64",38778,52861,0.576839555211209,0.725198986886663,0.961809637338938,0.038190362661062,0.520485601158972,0.019877533868122,2.55273417112456,14.2777971587608,27.431685193535,2000
"Seoul","Total","65-69",24278,30256,0.554809843400447,0.697503374576026,0.999999,1e-06,0.50060806729085,5.0060806729085e-07,2.50303908493408,11.7250629876362,23.4216421063467,2000
"Seoul","Total","70-74",14024,19171,0.57752673595421,0.726062906106713,0.956835951943402,0.0431640480565982,0.500607566682783,0.0216082490657923,2.44901721074943,9.22202390270212,18.4216630280097,2000
"Seoul","Total","75-79",9565,11814,0.552598344169512,0.69472309193541,0.999999,1e-06,0.47899931761699,4.7899931761699e-07,2.39499539058666,6.77300669195269,14.139908853416,2000
"Seoul","Total","80-84",3324,6562,0.663766943151932,0.834483541140634,0.885323027552537,0.114676972447463,0.478998838617673,0.0549301366185254,2.25766885154205,4.37801130136603,9.13992049333646,2000
"Seoul","Total","85+",1983,2826,0.587648159700562,0.738787495085389,0.999999,1e-06,0.424068701999147,4.24068701999147e-07,2.12034244982398,2.12034244982398,4.9999975,2000
"Metros","Female","0-4",24338,189749,0.886317244858399,1,0.935147343627656,0.0648526563723438,1,0.0648526563723438,4.83786835906914,64.2717057647584,64.2717057647584,2010
"Metros","Female","5-9",40626,196727,0.828837217140714,0.935147343627656,0.966895079138983,0.0331049208610167,0.935147343627656,0.0309579788041835,4.59834177112782,59.4338374056892,63.5555859840562,2010
"Metros","Female","10-14",65972,266211,0.801398626660606,0.904189364823473,0.991716046846002,0.00828395315399766,0.904189364823473,0.00749026234054055,4.50222116826601,54.8354956345614,60.6460303205038,2010
"Metros","Female","15-19",68088,263660,0.794759877979671,0.896699102482932,0.904840406611141,0.0951595933888586,0.896699102482932,0.0853295219844303,4.27017170745358,50.3332744662954,56.1317328487607,2010
"Metros","Female","20-24",80362,205757,0.719130851149347,0.811369580498502,0.890861783370566,0.109138216629434,0.811369580498502,0.0885514290429785,3.83546932988506,46.0631027588418,56.7720356616535,2010
"Metros","Female","25-29",130619,232864,0.6406461925317,0.722818151455523,0.917569117401893,0.0824308825981072,0.722818151455523,0.0595825381824111,3.46513441182159,42.2276334289568,58.4208259628288,2010
"Metros","Female","30-34",148222,211398,0.587837161448195,0.663235613273112,0.997721089740064,0.00227891025993598,0.663235613273112,0.00151145444384303,3.31239943025595,38.7624990171352,58.4445380214727,2010
"Metros","Female","35-39",141735,201032,0.586497533309799,0.661724158829269,0.999999,1e-06,0.661724158829269,6.61724158829269e-07,3.30861913983595,35.4500995868792,53.5723218109461,2010
"Metros","Female","40-44",115082,178470,0.60796724260097,0.685947662789864,0.999999,1e-06,0.66172349710511,6.6172349710511e-07,3.30861583121681,32.1414804470433,48.572372883319,2010
"Metros","Female","45-49",99749,155959,0.609910522940229,0.688140196389466,0.968799705388569,0.0312002946114306,0.661722835381613,0.0206459474150175,3.25699930837052,28.8328646158265,43.5724189557379,2010
"Metros","Female","50-54",99780,144110,0.590881134937882,0.666670019528147,0.999999,1e-06,0.641076887966596,6.41076887966596e-07,3.20538283714076,25.5758653074559,39.8951604519373,2010
"Metros","Female","55-59",69641,101443,0.592942648055926,0.668995950937022,0.999999,1e-06,0.641076246889708,6.41076246889708e-07,3.20537963175792,22.3704824703152,34.8951978471351,2010
"Metros","Female","60-64",45900,73680,0.616156547917712,0.69518736264254,0.999999,1e-06,0.641075605813461,6.41075605813461e-07,3.20537642637829,19.1651028385573,29.8952302423653,2010
"Metros","Female","65-69",31922,55098,0.633164789703516,0.714377152624028,0.999999,1e-06,0.641074964737855,6.41074964737855e-07,3.20537322100186,15.959726412179,24.895257637623,2010
"Metros","Female","70-74",22070,42731,0.659418836129072,0.743998652801146,0.995615304362792,0.00438469563720778,0.64107432366289,0.0028109157900906,3.19834432883922,12.7543531911771,19.895280032903,2010
"Metros","Female","75-79",16633,31793,0.656527485235204,0.74073644515412,0.999999,1e-06,0.6382634078728,6.382634078728e-07,3.19131544370548,9.55600886233788,14.9718889481477,2010
"Metros","Female","80-84",9509,21854,0.696808341038804,0.786183891920244,0.99625385475784,0.00374614524216021,0.638262769609392,0.00239102503762022,3.18533628545291,6.3646934186324,9.97190142004916,2010
"Metros","Female","85+",4791,10876,0.694197995787324,0.783238732874064,0.999999,1e-06,0.635871744571772,6.35871744571772e-07,3.1793571331795,3.1793571331795,4.9999975,2010
"Metros","Male","0-4",26811,202976,0.883322381161684,1,0.940814386710541,0.0591856132894586,1,0.0591856132894586,4.85203596677635,65.4516610931613,65.4516610931613,2010
"Metros","Male","5-9",44570,219224,0.831042404300325,0.940814386710541,0.978724742319083,0.0212752576809165,0.940814386710541,0.0200160685071802,4.65403176228476,60.5996251263849,64.4118818572334,2010
"Metros","Male","10-14",68100,296777,0.813361763005067,0.920798318203361,0.993537087157336,0.00646291284266431,0.920798318203361,0.0059510392762202,4.58911399282626,55.9455933641002,60.7577058494848,2010
"Metros","Male","15-19",71004,299011,0.80810507682121,0.914847278927141,0.907662772639578,0.0923372273604222,0.914847278927141,0.084474461194359,4.36305024164981,51.3564793712739,56.1366695340676,2010
"Metros","Male","20-24",67455,185647,0.733486894611659,0.830372817732782,0.898399209969634,0.101600790030366,0.830372817732782,0.0843665343013921,3.94094775291043,46.9934291296241,56.593168906869,2010
"Metros","Male","25-29",126347,244133,0.658964046642194,0.74600628343139,0.911505823843941,0.0884941761560588,0.74600628343139,0.0660172114595042,3.56498838850819,43.0524813767137,57.7106149544559,2010
"Metros","Male","30-34",144354,217118,0.60064956621813,0.679989071971886,0.999999,1e-06,0.679989071971886,6.79989071971886e-07,3.39994365988675,39.4874929882055,58.0707758636422,2010
"Metros","Male","35-39",135013,204761,0.602638812857959,0.682241077221897,0.999999,1e-06,0.679988391982814,6.79988391982814e-07,3.39994025994309,36.0875493283187,53.0708314344737,2010
"Metros","Male","40-44",106521,179544,0.627633579780819,0.710537390613152,0.999999,1e-06,0.679987711994422,6.79987711994422e-07,3.39993686000283,32.6876090683756,48.0708820053557,2010
"Metros","Male","45-49",83931,153661,0.64674315633523,0.732171141735001,0.999999,1e-06,0.67998703200671,6.7998703200671e-07,3.39993346006597,29.2876722083728,43.0709275762833,2010
"Metros","Male","50-54",78208,154193,0.663478212228002,0.751116722928996,0.958680961804603,0.0413190381953965,0.679986352019678,0.0280963820514494,3.32969080496977,25.8877387483068,38.0709681472514,2010
"Metros","Male","55-59",60274,105343,0.63606393063514,0.720081302365092,0.999999,1e-06,0.651889969968228,6.51889969968228e-07,3.25944822011622,22.5580479433371,34.6040727462588,2010
"Metros","Male","60-64",36454,73170,0.667463329197986,0.755628232039342,0.999999,1e-06,0.651889318078258,6.51889318078258e-07,3.259444960668,19.2985997232209,29.6041048503637,2010
"Metros","Male","65-69",22349,46269,0.674298289078667,0.763366018408678,0.999999,1e-06,0.65188866618894,6.5188866618894e-07,3.25944170122304,16.0391547625529,24.6041319544956,2010
"Metros","Male","70-74",16841,35807,0.680120802309679,0.769957624548391,0.999999,1e-06,0.651888014300274,6.51888014300274e-07,3.25943844178134,12.7797130613298,19.6041540586497,2010
"Metros","Male","75-79",8938,20961,0.701060236128299,0.793662937880406,0.96833446769305,0.03166553230695,0.65188736241226,0.0206423603349578,3.2078309112239,9.52027461954848,14.6041711628209,2010
"Metros","Male","80-84",3924,8295,0.67886079057206,0.768531178480125,0.999999,1e-06,0.631245002077302,6.31245002077302e-07,3.156223432274,6.31244370832458,9.9999900000025,2010
"Metros","Male","85+",1461,3441,0.701958384332925,0.7946797220396,0.999999,1e-06,0.6312443708323,6.312443708323e-07,3.15622027605057,3.15622027605057,4.9999975,2010
"Metros","Total","0-4",51149,392725,0.884766848249729,1,0.93809797040339,0.0619020295966103,1,0.0619020295966103,4.84524492600847,65.4901125309456,65.4901125309456,2010
"Metros","Total","5-9",85196,415951,0.829997984623274,0.93809797040339,0.973087599641255,0.0269124003587454,0.93809797040339,0.0252464681552225,4.62737368162889,60.6448676049371,64.6466248923439,2010
"Metros","Total","10-14",134072,562988,0.807660746564141,0.912851502248167,0.992739013702132,0.00726098629786753,0.912851502248167,0.00662820224981174,4.54768700561631,56.0174939233082,61.3653959985261,2010
"Metros","Total","15-19",139092,562671,0.801796332950013,0.906223299998355,0.905303910916739,0.0946960890832611,0.906223299998355,0.0858158023459711,4.31657699412685,51.4698069176919,56.7959430283742,2010
"Metros","Total","20-24",147817,391404,0.725869355978347,0.820407497652384,0.89532975585373,0.10467024414627,0.820407497652384,0.0858722530787058,3.88735685556516,47.153229923565,57.475376637214,2010
"Metros","Total","25-29",256966,476997,0.649892433269797,0.734535244573678,0.914397193494546,0.0856028065054538,0.734535244573678,0.0628782784126768,3.5154805268367,43.2658730679999,58.9023785960213,2010
"Metros","Total","30-34",292576,428516,0.594259817055244,0.671656966161002,0.999999,1e-06,0.671656966161002,6.71656966161002e-07,3.35828315166259,39.7503925411632,59.1825806086178,2010
"Metros","Total","35-39",276748,405793,0.594532782646024,0.671965483135072,0.999999,1e-06,0.671656294504036,6.71656294504035e-07,3.35827979337944,36.3921093895006,54.1826372912551,2010
"Metros","Total","40-44",221603,358014,0.617673394672689,0.698119957697995,0.999999,1e-06,0.671655622847741,6.71655622847741e-07,3.35827643509965,33.0338295961212,49.1826889739441,2010
"Metros","Total","45-49",183680,309620,0.627650516926819,0.709396512955312,0.997854809829168,0.0021451901708317,0.671654951192118,0.00144082759948778,3.35467268696187,29.6755531610215,44.1827356566798,2010
"Metros","Total","50-54",177988,298303,0.62630408720719,0.707874722528498,0.980599077449426,0.0194009225505739,0.67021412359263,0.0130027723041214,3.31856368720285,26.3208804740596,39.2723452811896,2010
"Metros","Total","55-59",129915,206786,0.614153210118176,0.694141299861214,0.999999,1e-06,0.657211351288509,6.57211351288509e-07,3.28605511341417,23.0023167868568,34.9998775002275,2010
"Metros","Total","60-64",82354,146850,0.640695624858205,0.724140632219265,0.999999,1e-06,0.657210694077158,6.57210694077158e-07,3.28605182735905,19.7162616734426,29.9999100001375,2010
"Metros","Total","65-69",54271,101367,0.651299811100117,0.736125921070096,0.999999,1e-06,0.657210036866464,6.57210036866463e-07,3.28604854130723,16.4302098460836,24.999937500075,2010
"Metros","Total","70-74",38911,78538,0.668698754352953,0.755790924666529,0.999999,1e-06,0.657209379656427,6.57209379656427e-07,3.28604525525868,13.1441613047763,19.999960000035,2010
"Metros","Total","75-79",25571,52754,0.673526970954357,0.761247974295994,0.999999,1e-06,0.657208722447047,6.57208722447047e-07,3.28604196921343,9.85811604951766,14.9999775000125,2010
"Metros","Total","80-84",13433,30149,0.6917764214584,0.781874256282197,0.999999,1e-06,0.657208065238325,6.57208065238325e-07,3.28603868317146,6.57207408030424,9.9999900000025,2010
"Metros","Total","85+",6252,14317,0.696047450046186,0.786701549027438,0.999999,1e-06,0.657207408030259,6.57207408030259e-07,3.28603539713278,3.28603539713278,4.9999975,2010
"Provinces","Female","0-4",21890,291969,0.930255305726457,1,0.94024818135377,0.0597518186462301,1,0.0597518186462301,4.85062045338442,47.4036074548969,47.4036074548969,2010
"Provinces","Female","5-9",42885,299294,0.874670859403996,0.94024818135377,0.94574546592884,0.0542545340711603,0.94024818135377,0.0510127269906046,4.57370908929234,42.5529870015125,45.2571861827424,2010
"Provinces","Female","10-14",82127,393189,0.827215999461411,0.889235454363165,0.936818293600268,0.0631817063997323,0.889235454363165,0.0561834133978061,4.30571873832131,37.9792779122201,42.7100355995358,2010
"Provinces","Female","15-19",93044,320395,0.774951081054279,0.833052040965359,0.749394177893387,0.250605822106613,0.833052040965359,0.208767691583716,3.64334097586751,33.6735591738988,40.42191546026,2010
"Provinces","Female","20-24",167775,232398,0.580743828294263,0.624284349381643,0.836017986706542,0.163982013293458,0.624284349381643,0.102371404479198,2.86549323571022,30.0302181980313,48.1034295153745,2010
"Provinces","Female","25-29",330670,312047,0.485512286122819,0.521912944902445,0.924488805400196,0.0755111945998038,0.521912944902445,0.0394102699466852,2.51103904964551,27.1647249623211,52.0483832172407,2010
"Provinces","Female","30-34",449330,365930,0.448850673404803,0.48250267495576,0.945530528924482,0.054469471075518,0.48250267495576,0.0262816654973628,2.34680921103539,24.6536859126756,51.0954388282636,2010
"Provinces","Female","35-39",595874,439352,0.424402014632554,0.456221009458397,0.916091444393541,0.0839085556064586,0.456221009458397,0.0382808459409746,2.18540293243955,22.3068767016402,48.8948913775843,2010
"Provinces","Female","40-44",746563,474890,0.388791054588265,0.417940163517422,0.963415103558001,0.0365848964419986,0.417940163517422,0.0152902976012368,2.05147507358402,20.1214737692006,48.1443888997327,2010
"Provinces","Female","45-49",818953,490465,0.374567174118578,0.402649865916185,0.999999,1e-06,0.402649865916185,4.02649865916185e-07,2.01324832295626,18.0699986956166,44.8776970395863,2010
"Provinces","Female","50-54",755802,486888,0.391801656084784,0.421176480986386,0.999999,1e-06,0.402649463266319,4.02649463266319e-07,2.01324630970794,16.0567503726604,39.8777394173257,2010
"Provinces","Female","55-59",564321,399870,0.414720734792173,0.445813888122152,0.999999,1e-06,0.402649060616856,4.02649060616856e-07,2.01324429646163,14.0435040629524,34.8777767951025,2010
