"org_region5","sex","agegr","none","native","retention","Sx","px","qx","lx","dx","Lx","Tx","ex","year"
"Provinces","Female","60-64",439992,348634,0.442077740272322,0.475221949878688,0.999999,1e-06,0.402648657967796,4.02648657967796e-07,2.01324228321733,12.0302597664908,29.8778091729117,2010
"Provinces","Female","65-69",340065,339413,0.499520219933537,0.536971105521888,0.999999,1e-06,0.402648255319138,4.02648255319138e-07,2.01324026997505,10.0170174832735,24.8778365507483,2010
"Provinces","Female","70-74",278276,353938,0.559838915303995,0.601812117445334,0.999999,1e-06,0.402647852670882,4.02647852670882e-07,2.01323825673478,8.00377721329841,19.8778589286072,2010
"Provinces","Female","75-79",192339,281213,0.593837635571173,0.638359848006921,0.999999,1e-06,0.40264745002303,4.0264745002303e-07,2.01323624349652,5.99053895656363,14.8778763064835,2010
"Provinces","Female","80-84",111062,169178,0.603689694547531,0.648950552425064,0.983718819155899,0.016281180844101,0.40264704737558,0.00655556939466512,1.99684631339123,3.97730271306711,9.8778886843722,2010
"Provinces","Female","85+",71290,104241,0.593860913456882,0.638384871122152,0.999999,1e-06,0.396091477980914,3.96091477980914e-07,1.98045639967588,1.98045639967588,4.9999975,2010
"Provinces","Male","0-4",23813,311496,0.928981924135648,1,0.942856205836774,0.057143794163226,1,0.057143794163226,4.85714051459193,50.5577673956944,50.5577673956944,2010
"Provinces","Male","5-9",46433,327714,0.875896372281483,0.942856205836774,0.945797187072833,0.0542028129271674,0.942856205836774,0.0511054585421895,4.5865173828284,45.7006268811024,48.4704100139466,2010
"Provinces","Male","10-14",87629,423090,0.828420325071125,0.891750747294584,0.955195204284762,0.0448047957152377,0.891750747294584,0.0399547100614444,4.35886696131931,41.114109498274,46.1049341679915,2010
"Provinces","Male","15-19",94720,359144,0.791303121639963,0.85179603723314,0.831601937032262,0.168398062967738,0.85179603723314,0.143440802713656,3.90037817938156,36.7552425369547,43.1502859021809,2010
"Provinces","Male","20-24",119189,229367,0.658049208735469,0.708355234519484,0.833765175461202,0.166234824538798,0.708355234519484,0.117753308121486,3.24739290229371,32.8548643575732,46.3819038195721,2010
"Provinces","Male","25-29",287361,349321,0.548658513983433,0.590601926397998,0.866572359881455,0.133427640118545,0.590601926397998,0.0788026212887517,2.75600307876811,29.6074714552795,50.1310106383354,2010
"Provinces","Male","30-34",431302,390934,0.475452303231676,0.511799305109247,0.957324922837527,0.0426750771624727,0.511799305109247,0.021841074837237,2.50439383845314,26.8514683765113,52.4648394565126,2010
"Provinces","Male","35-39",576253,481407,0.455162339504188,0.48995823027201,0.938005114005233,0.0619948859947672,0.48995823027201,0.0303749046279111,2.37385388979027,24.3470745380582,49.6921431946178,2010
"Provinces","Male","40-44",706520,526380,0.426944602157515,0.459583325644099,0.953923624633636,0.0460763753663642,0.459583325644099,0.0211759338244995,2.24497679365924,21.9732206482679,47.8111790010502,2010
"Provinces","Male","45-49",781165,536751,0.407272542407862,0.438407391819599,0.999999,1e-06,0.438407391819599,4.38407391819599e-07,2.19203586307952,19.7282438546087,44.99979750051,2010
"Provinces","Male","50-54",720976,512269,0.415382993646842,0.447137864424355,0.999999,1e-06,0.438406953412207,4.38406953412207e-07,2.19203367104365,17.5362079915292,39.99984000035,2010
"Provinces","Male","55-59",536503,389379,0.420549270857409,0.452699089111665,0.999999,1e-06,0.438406515005254,4.38406515005254e-07,2.19203147900998,15.3441743204855,34.9998775002275,2010
"Provinces","Male","60-64",403755,319905,0.442065334549374,0.475859995834348,0.999999,1e-06,0.438406076598739,4.38406076598739e-07,2.1920292869785,13.1521428414755,29.9999100001375,2010
"Provinces","Male","65-69",299691,268258,0.472327620965967,0.508435749603454,0.999999,1e-06,0.438405638192662,4.38405638192662e-07,2.19202709494922,10.960113554497,24.999937500075,2010
"Provinces","Male","70-74",219462,252687,0.535184867488865,0.576098257225851,0.999999,1e-06,0.438405199787024,4.38405199787024e-07,2.19202490292212,8.76808645954783,19.999960000035,2010
"Provinces","Male","75-79",114563,166928,0.593013630986426,0.638347868327129,0.999999,1e-06,0.438404761381824,4.38404761381824e-07,2.19202271089722,6.57606155662571,14.9999775000125,2010
"Provinces","Male","80-84",47120,78693,0.625475904715729,0.673291792300146,0.999999,1e-06,0.438404322977063,4.38404322977063e-07,2.19202051887451,4.38403884572849,9.9999900000025,2010
"Provinces","Male","85+",19121,37538,0.66252492984345,0.713173112017096,0.999999,1e-06,0.43840388457274,4.3840388457274e-07,2.19201832685399,2.19201832685399,4.9999975,2010
"Provinces","Total","0-4",45703,603465,0.929597577206517,1,0.941602025684225,0.0583979743157753,1,0.0583979743157753,4.85400506421056,48.9968106540926,48.9968106540926,2010
"Provinces","Total","5-9",89318,627008,0.875310961768804,0.941602025684225,0.945766497532059,0.0542335024679412,0.941602025684225,0.0510663757837639,4.58034418896171,44.142805589882,46.8805337985602,2010
"Provinces","Total","10-14",169756,816279,0.827839782563499,0.890535649900461,0.94644906203268,0.0535509379673202,0.890535649900461,0.0476890193455068,4.33345570113854,39.5624614009203,44.4254661846972,2010
"Provinces","Total","15-19",187764,679539,0.783508185720561,0.842846630554954,0.787141516536547,0.212858483463453,0.842846630554954,0.179407055572209,3.76571551384425,35.2290056997818,41.7976467160888,2010
"Provinces","Total","20-24",286964,461765,0.616731821526881,0.663439574982745,0.838186793323064,0.161813206676936,0.663439574982745,0.107353285064341,3.04881466225287,31.4632901859375,47.4245000937061,2010
"Provinces","Total","25-29",618031,661368,0.516936467825909,0.556086289918404,0.894129512477159,0.105870487522841,0.556086289918404,0.0588731266184293,2.63324863304595,28.4144755236847,51.0972416310677,2010
"Provinces","Total","30-34",880632,756864,0.462208151958844,0.497213163299975,0.951837473600556,0.0481625263994442,0.497213163299975,0.0239470421035862,2.42619821124091,25.7812268906387,51.8514568671719,2010
"Provinces","Total","35-39",1172127,920759,0.439947039638088,0.473266121196388,0.927286161501535,0.0727138384984654,0.473266121196388,0.0344129963034693,2.28029811522327,23.3550286793978,49.3486172649707,2010
"Provinces","Total","40-44",1453083,1001270,0.407956801649966,0.438853124892919,0.958368015296761,0.0416319847032388,0.438853124892919,0.0182703265825106,2.14858980800832,21.0747305641745,48.0222866575618,2010
"Provinces","Total","45-49",1600118,1027216,0.390972750324093,0.420582798310408,0.999999,1e-06,0.420582798310408,4.20582798310408e-07,2.10291294009505,18.9261407561662,44.99979750051,2010
"Provinces","Total","50-54",1476778,999157,0.403547346759911,0.43410972301863,0.999999,1e-06,0.42058237772761,4.2058237772761e-07,2.10291083718211,16.8232278160712,39.99984000035,2010
"Provinces","Total","55-59",1100824,789249,0.417575934897753,0.449200756474202,0.999999,1e-06,0.420581957145232,4.20581957145232e-07,2.10290873427127,14.7203169788891,34.9998775002275,2010
"Provinces","Total","60-64",843747,668539,0.442071803878367,0.47555180297136,0.999999,1e-06,0.420581536563275,4.20581536563275e-07,2.10290663136253,12.6174082446178,29.9999100001375,2010
"Provinces","Total","65-69",639756,607671,0.487139528004444,0.524032699685299,0.999999,1e-06,0.420581115981739,4.20581115981739e-07,2.1029045284559,10.5145016132553,24.999937500075,2010
"Provinces","Total","70-74",497738,606625,0.549298554913557,0.590899297053058,0.999999,1e-06,0.420580695400623,4.20580695400623e-07,2.10290242555137,8.41159708479936,19.999960000035,2010
"Provinces","Total","75-79",306902,448141,0.593530434690475,0.638481047330244,0.999999,1e-06,0.420580274819927,4.20580274819927e-07,2.10290032264895,6.30869465924798,14.9999775000125,2010
"Provinces","Total","80-84",158182,247871,0.610440016451054,0.656671264446982,0.999999,1e-06,0.420579854239652,4.20579854239652e-07,2.10289821974863,4.20579433659903,9.9999900000025,2010
"Provinces","Total","85+",90411,141779,0.610616305611783,0.656860904744087,0.999999,1e-06,0.420579433659798,4.20579433659798e-07,2.10289611685041,2.10289611685041,4.9999975,2010
"Rest Capital","Female","0-4",23235,297849,0.927635758866839,1,0.935147730427733,0.0648522695722673,1,0.0648522695722673,4.83786932606933,69.0852687203722,69.0852687203722,2010
"Rest Capital","Female","5-9",43094,282086,0.867476474567932,0.935147730427733,0.973999073347278,0.0260009266527222,0.935147730427733,0.0243147075483112,4.61495188326789,64.2473993943029,68.7029410475245,2010
"Rest Capital","Female","10-14",60412,329145,0.844921282379729,0.910833022879422,0.970435909957415,0.0295640900425853,0.910833022879422,0.0269279495021674,4.48684524064169,59.632447511035,65.4702300126522,2010
"Rest Capital","Female","15-19",66382,302288,0.819941953508558,0.883905073377254,0.925828610754339,0.0741713892456615,0.883905073377254,0.0655604672536793,4.25562419875207,55.1456022703933,62.3886024996905,2010
"Rest Capital","Female","20-24",68944,217280,0.759125719716027,0.818344606123575,0.995832454927123,0.00416754507287709,0.818344606123575,0.00341048803116585,4.08319681053996,50.8899780716412,62.1864892746132,2010
"Rest Capital","Female","25-29",69257,214539,0.75596202906313,0.814934118092409,0.978489047405426,0.0215109525945744,0.814934118092409,0.0175300091819871,4.03084556750708,46.8067812611013,57.4362764080441,2010
"Rest Capital","Female","30-34",61199,173911,0.739700565692655,0.797404108910422,0.999999,1e-06,0.797404108910422,7.97404108910422e-07,3.98701855104184,42.7759356935942,53.6439870519899,2010
"Rest Capital","Female","35-39",60388,178373,0.747077621554609,0.805356643934477,0.976543462586482,0.0234565374135181,0.797403311506313,0.018704320610011,3.94025575600654,38.7889171425524,48.6440381960281,2010
"Rest Capital","Female","40-44",62849,169541,0.729553767373811,0.786465765684803,0.967938766767506,0.0320612332324935,0.778698990896302,0.0249660499650337,3.83107982956893,34.8486613865458,44.7524162660519,2010
"Rest Capital","Female","45-49",70363,169100,0.706163373882395,0.761250703341811,0.948414017637064,0.0515859823629364,0.753732940931268,0.0388820541972446,3.67145956916323,31.0175815569769,41.1519516695839,2010
"Rest Capital","Female","50-54",71178,144340,0.669735242531946,0.721980837985447,0.98961116706416,0.0103888329358395,0.714850886734024,0.00742646643631648,3.55568826757933,27.3461219878137,38.2543023940997,2010
"Rest Capital","Female","55-59",50117,98500,0.662777474986038,0.714480299676739,0.961055084031655,0.0389449159683449,0.707424420297707,0.0275505846024493,3.46824563998241,23.7904337202343,33.6296472635516,2010
"Rest Capital","Female","60-64",40841,71658,0.636965661916995,0.68665492444479,0.999999,1e-06,0.679873835695258,6.79873835695258e-07,3.3993674787917,20.3221880802519,29.8911165767541,2010
"Rest Capital","Female","65-69",31323,70223,0.69153880999744,0.745485287072368,0.999999,1e-06,0.679873155821422,6.79873155821422e-07,3.39936407942422,16.9228206014602,24.8911439678981,2010
"Rest Capital","Female","70-74",25533,66157,0.721529065328825,0.777815062034926,0.999999,1e-06,0.679872475948266,6.79872475948266e-07,3.39936068006014,13.523456522036,19.8911663590645,2010
"Rest Capital","Female","75-79",17026,47691,0.736916111686265,0.794402441521283,0.999999,1e-06,0.67987179607579,6.7987179607579e-07,3.39935728069946,10.1240958419759,14.8911837502482,2010
"Rest Capital","Female","80-84",9027,27557,0.753252788104089,0.812013531069815,0.985493147356962,0.0145068526430376,0.679871116203994,0.00986279009902886,3.3746986057724,6.72473856127641,9.89119614144435,2010
"Rest Capital","Female","85+",5968,17193,0.742325460904106,0.800233770430433,0.999999,1e-06,0.670008326104965,6.70008326104965e-07,3.35003995550401,3.35003995550401,4.9999975,2010
"Rest Capital","Male","0-4",25738,328860,0.927416398287638,1,0.950191723499043,0.0498082765009571,1,0.0498082765009571,4.87547930874761,71.1468090253029,71.1468090253029,2010
"Rest Capital","Male","5-9",41282,306278,0.881223385890206,0.950191723499043,0.967906769981325,0.032093230018675,0.950191723499043,0.030494721544096,4.67472181363497,66.2713297165553,69.7452188622669,2010
"Rest Capital","Male","10-14",62158,360519,0.852942081068996,0.919697001954947,0.967907303604998,0.0320926963950017,0.919697001954947,0.0295155566591334,4.5246961181269,61.5966079029204,66.9748925700399,2010
"Rest Capital","Male","15-19",67849,321124,0.825568869818728,0.890181445295813,0.918084972609798,0.0819150273902024,0.890181445295813,0.0729192374736565,4.26860913279493,57.0719117847935,64.1126728560693,2010
"Rest Capital","Male","20-24",55681,174351,0.757942373235028,0.817262207822157,0.999999,1e-06,0.817262207822157,8.17262207822157e-07,4.08630899595526,52.8033026519985,64.609989482701,2010
"Rest Capital","Male","25-29",59829,217029,0.783900049845047,0.845251444003387,0.984139212276006,0.0158607877239937,0.817261390559949,0.0129624094306873,4.05390092922303,48.7169936560433,59.6100515927526,2010
"Rest Capital","Male","30-34",56056,189230,0.771466777557627,0.83184509027665,0.999999,1e-06,0.804298981129262,8.04298981129262e-07,4.02149289489886,44.6630927268202,55.5304604067903,2010
"Rest Capital","Male","35-39",51300,186325,0.784113624408206,0.845481733831725,0.998881729203058,0.00111827079694171,0.804298176830281,0.000899423163182764,4.01924232624345,40.6415998319214,50.5305134373037,2010
"Rest Capital","Male","40-44",48152,173989,0.783236773040546,0.844536256299433,0.978580959078477,0.0214190409215232,0.803398753667098,0.0172080307810963,3.97397369138275,36.6223575056779,45.5842846886629,2010
"Rest Capital","Male","45-49",55304,181504,0.766460592547549,0.826447099666046,0.992860373825347,0.00713962617465258,0.786190722886002,0.00561310786338593,3.91692084477154,32.6483838142952,41.527307387255,2010
"Rest Capital","Male","50-54",50697,161414,0.760988350439157,0.820546576321304,0.951586106655743,0.0484138933442568,0.780577615022616,0.0377908014006193,3.80841107161153,28.7314629695236,36.8079514664166,2010
"Rest Capital","Male","55-59",41561,109102,0.724145941604774,0.78082072189129,0.99632813300269,0.00367186699731037,0.742786813621996,0.00272741438697594,3.70711553214254,24.9230518979121,33.5534388075384,2010
"Rest Capital","Male","60-64",30725,79593,0.721486974020559,0.777953652051761,0.961779283221213,0.0382207167787872,0.74005939923502,0.0282856006976411,3.629582994431,21.2159363657696,28.6678831289758,2010
"Rest Capital","Male","65-69",26342,59718,0.693911224726935,0.748219705849667,0.999999,1e-06,0.711773798537379,7.11773798537379e-07,3.5588672132524,17.5863533713386,24.7077841407996,2010
"Rest Capital","Male","70-74",17718,52477,0.747588859605385,0.806098383623275,0.999999,1e-06,0.71177308676358,7.1177308676358e-07,3.55886365438519,14.0274861580862,19.707806348606,2010
"Rest Capital","Male","75-79",10215,33987,0.76890185964436,0.82907943084039,0.976626665815501,0.023373334184499,0.711772374990494,0.0166364935839474,3.5172706409926,10.468622503701,14.7078235564295,2010
"Rest Capital","Male","80-84",4017,12111,0.75093005952381,0.809701080237864,0.999999,1e-06,0.695135881406546,6.95135881406546e-07,3.47567766919303,6.95135186270839,9.9999900000025,2010
"Rest Capital","Male","85+",2177,6729,0.755558050752302,0.814691277992656,0.999999,1e-06,0.695135186270665,6.95135186270665e-07,3.47567419351536,3.47567419351536,4.9999975,2010
"Rest Capital","Total","0-4",48973,626709,0.927520638406825,1,0.942920893443362,0.0570791065566378,1,0.0570791065566378,4.8573022336084,70.752817491213,70.752817491213,2010
"Rest Capital","Total","5-9",84376,588364,0.874578589053721,0.942920893443362,0.970862106740084,0.0291378932599158,0.942920893443362,0.0274747283456971,4.64591764635257,65.8955152576046,69.8844576632161,2010
"Rest Capital","Total","10-14",122570,689664,0.849095211478466,0.915446165097665,0.969067772864915,0.0309322271350851,0.915446165097665,0.0283167887087436,4.50643885371647,61.249597611252,66.9068263612394,2010
"Rest Capital","Total","15-19",134231,623412,0.8228308055377,0.887129376388921,0.921937343833697,0.0780626561663033,0.887129376388921,0.0692516754840754,4.26251769323442,56.7431587575355,63.9626645986065,2010
"Rest Capital","Total","20-24",124625,391631,0.758598447281969,0.817877700904846,0.999999,1e-06,0.817877700904846,8.17877700904846e-07,4.08938645982998,52.4806410643011,64.1668564948525,2010
"Rest Capital","Total","25-29",129086,431568,0.769758175273877,0.829909484921077,0.982022848455524,0.0179771515444758,0.817876883027145,0.0147030966709025,4.05262667345847,48.3912546044711,59.1669181617706,2010
"Rest Capital","Total","30-34",117255,363141,0.755920115904379,0.814990076342453,0.999999,1e-06,0.803173786356243,8.03173786356243e-07,4.01586692384675,44.3386279310127,55.2042766885653,2010
"Rest Capital","Total","35-39",111688,364698,0.765551464568648,0.82537404869353,0.987249151889399,0.012750848110601,0.803172983182456,0.0102411367150978,3.99026207412454,40.3227610071659,50.2043293928947,2010
"Rest Capital","Total","40-44",111001,343530,0.755790034123085,0.814849829564207,0.974005854572528,0.025994145427472,0.792931846467358,0.0206115857311464,3.91313026800893,36.3324989330414,45.8204561904136,2010
"Rest Capital","Total","45-49",125667,350604,0.736143918063455,0.793668504592964,0.97127513204391,0.0287248679560905,0.772320260736212,0.0221847975094611,3.80613930990741,32.4193686650325,41.9765870626374,2010
"Rest Capital","Total","50-54",121875,305754,0.714998281220404,0.770870481597623,0.97017223178548,0.0298277682145202,0.750135463226751,0.0223748667266192,3.69474014931721,28.613229355125,38.1440829794176,2010
"Rest Capital","Total","55-59",91678,207602,0.693671478214381,0.747877135549114,0.978579456183559,0.0214205438164414,0.727760596500132,0.0155890277452106,3.59983041313763,24.9184892058078,34.2399538057476,2010
"Rest Capital","Total","60-64",71566,151251,0.678812657921074,0.731857200597769,0.999999,1e-06,0.712171568754921,7.12171568754921e-07,3.56085606334568,21.3186587926702,29.9347232155607,2010
"Rest Capital","Total","65-69",57665,129941,0.692627101478631,0.746751147951097,0.999999,1e-06,0.712170856583352,7.12170856583352e-07,3.56085250248962,17.7578027293245,24.9347506503113,2010
"Rest Capital","Total","70-74",43251,118634,0.732828859993205,0.790094397524096,0.999999,1e-06,0.712170144412496,7.12170144412496e-07,3.56084894163712,14.1969502268349,19.9347730850844,2010
"Rest Capital","Total","75-79",27241,81678,0.749896712235698,0.808495985085328,0.999999,1e-06,0.712169432242351,7.12169432242351e-07,3.56084538078818,10.6361012851978,14.934790519875,2010
"Rest Capital","Total","80-84",13044,39668,0.752542115647291,0.811348108587547,0.991307391059518,0.00869260894048152,0.712168720072919,0.00619060418323713,3.5453670899065,7.07525590440962,9.93480295467791,2010
"Rest Capital","Total","85+",8145,23922,0.746000561324726,0.804295376764996,0.999999,1e-06,0.705978115889682,7.05978115889682e-07,3.52988881450312,3.52988881450312,4.9999975,2010
"Seoul","Female","0-4",34755,173249,0.832911867079479,1,0.855852732615066,0.144147267384934,1,0.144147267384934,4.63963183153767,57.6843189947102,57.6843189947102,2010
"Seoul","Female","5-9",68054,168944,0.712849897467489,0.855852732615066,0.908703114349409,0.091296885650591,0.855852732615066,0.0781366890633036,4.08392194041707,53.0446871631725,61.9787553883177,2010
"Seoul","Female","10-14",110615,203426,0.647768921892364,0.777716043551763,0.977997935401729,0.0220020645982709,0.777716043551763,0.0171113586293376,3.84580182118547,48.9607652227554,62.9545521513942,2010
"Seoul","Female","15-19",132999,229907,0.633516668228136,0.760604684922425,0.968311607412669,0.0316883925873307,0.760604684922425,0.0241023398595848,3.74276757496316,45.11496340157,59.3146009956161,2010
"Seoul","Female","20-24",129603,205671,0.613441543334705,0.73650234506284,0.999999,1e-06,0.73650234506284,7.3650234506284e-07,3.68250988405834,41.3721958266068,56.1738820031548,2010
"Seoul","Female","25-29",153811,252294,0.621253124192019,0.745880985428122,0.892899066896528,0.107100933103472,0.736501608560495,0.0788800095090375,3.48530801902988,37.6896859425485,51.1739356770905,2010
"Seoul","Female","30-34",174211,217025,0.554716334897607,0.665996435904633,0.930202267303543,0.0697977326964574,0.657621599051458,0.0459004965860105,3.17335675379226,34.2043779235186,52.0122483398574,2010
"Seoul","Female","35-39",187872,200292,0.515998392432065,0.619511394694568,0.938856730638883,0.0611432693611166,0.611721102465447,0.037402628141924,2.96509894197243,31.0310211697263,50.7274001904799,2010
"Seoul","Female","40-44",153524,144262,0.484448563733688,0.581632442616477,0.999999,1e-06,0.574318474323523,5.74318474323523e-07,2.87159093582143,28.0659222277539,48.8682211743442,2010
"Seoul","Female","45-49",109181,109568,0.500884575472345,0.601365636953458,0.999999,1e-06,0.574317900005049,5.74317900005049e-07,2.8715880642305,25.1943312919325,43.8682675426118,2010
"Seoul","Female","50-54",97450,100868,0.508617472947488,0.610649809482129,0.999999,1e-06,0.574317325687149,5.74317325687149e-07,2.87158519264243,22.322743227702,38.8683089109207,2010
"Seoul","Female","55-59",53663,56492,0.512840996777268,0.615720602679721,0.999999,1e-06,0.574316751369823,5.74316751369823e-07,2.87158232105724,19.4511580350595,33.868345279266,2010
"Seoul","Female","60-64",41587,48204,0.536846677283915,0.644541995981295,0.999999,1e-06,0.574316177053072,5.74316177053072e-07,2.87157944947492,16.5795757140023,28.8683766476426,2010
"Seoul","Female","65-69",28984,34072,0.54034509007866,0.648742215636002,0.999999,1e-06,0.574315602736895,5.74315602736895e-07,2.87157657789547,13.7079962645274,23.8684030160456,2010
"Seoul","Female","70-74",18989,25214,0.570413772820849,0.684842893187423,0.935339738834426,0.0646602611655737,0.574315028421292,0.0371353597290346,2.77873674278387,10.8364196866319,18.86842438447,2010
"Seoul","Female","75-79",14183,16222,0.533530669297813,0.640560772856538,0.999999,1e-06,0.537179668692257,5.37179668692257e-07,2.68589700051212,8.05768294384803,14.9999775000125,2010
"Seoul","Female","80-84",8232,10448,0.5593147751606,0.671517356478279,0.999999,1e-06,0.537179131512589,5.37179131512589e-07,2.68589431461511,5.37178594333591,9.9999900000025,2010
"Seoul","Female","85+",4251,5545,0.566047366271948,0.679600553965854,0.999999,1e-06,0.537178594333457,5.37178594333457e-07,2.6858916287208,2.6858916287208,4.9999975,2010
"Seoul","Male","0-4",39637,187294,0.825334573064059,1,0.866217709494533,0.133782290505467,1,0.133782290505467,4.66554427373633,60.2457258422539,60.2457258422539,2010
"Seoul","Male","5-9",70371,176475,0.714919423446197,0.866217709494533,0.946419243631674,0.0535807563683263,0.866217709494533,0.0464126000543562,4.21505704733677,55.5801815685176,64.1642175625231,2010
"Seoul","Male","10-14",108816,227673,0.676613499995542,0.819805109440176,0.932777207252244,0.0672227927477558,0.819805109440176,0.0551095889654482,3.96125157478726,51.3651245211808,62.6552871282502,2010
"Seoul","Male","15-19",142810,244345,0.631129650915008,0.764695520474728,0.955674679824627,0.0443253201753729,0.764695520474728,0.0338953737817158,3.73873916791935,47.4038729463936,61.9905199875696,2010
"Seoul","Male","20-24",108790,165347,0.603154627066029,0.730800146693012,0.999999,1e-06,0.730800146693012,7.30800146693012e-07,3.6539989064647,43.6651337784742,59.7497605550107,2010
"Seoul","Male","25-29",161524,248509,0.606070730892392,0.734333385117202,0.954761837569153,0.0452381624308467,0.730799415892866,0.0330600226805293,3.571347022763,40.0111348720095,54.7498178048286,2010
"Seoul","Male","30-34",168264,231084,0.5786532047237,0.701113492162877,0.91421078009979,0.0857892199002104,0.697739393212336,0.0598585182373325,3.33905067046835,36.4397878492465,52.225498809062,2010
"Seoul","Male","35-39",190662,214150,0.529010997697697,0.640965512608711,0.95374290205138,0.0462570979486197,0.637880874975004,0.02950651811327,3.11563807959184,33.1007371787782,51.891722228034,2010
"Seoul","Male","40-44",147258,149957,0.504540484161297,0.611316308110283,0.989335985431973,0.0106640145680268,0.608374356861734,0.00648771300438746,3.0256525017977,29.9850990991863,49.2872501297767,2010
"Seoul","Male","45-49",107032,106673,0.499160057088042,0.604797222094923,0.999999,1e-06,0.601886643857346,6.01886643857346e-07,3.00943171457012,26.9594465973886,44.7915681009501,2010
"Seoul","Male","50-54",88941,94142,0.514203940289377,0.623024839951139,0.999999,1e-06,0.601886041970703,6.01886041970702e-07,3.00942870513841,23.9500148828185,39.7916103925605,2010
"Seoul","Male","55-59",47755,57285,0.545363670982483,0.660778899589553,0.993591910995186,0.00640808900481415,0.60188544008466,0.00385693547076424,2.99978486174639,20.9405861776801,34.7916476842082,2010
"Seoul","Male","60-64",37750,44650,0.541868932038835,0.65654456958848,0.999999,1e-06,0.598028504613896,5.98028504613896e-07,2.99014102799822,17.9408013159337,29.9999100001375,2010
"Seoul","Male","65-69",25365,31543,0.554280593238209,0.671582908711117,0.999999,1e-06,0.598027906585392,5.98027906585392e-07,2.99013803785719,14.9506602879355,24.999937500075,2010
"Seoul","Male","70-74",16754,21160,0.558105185419634,0.676216898739217,0.999999,1e-06,0.598027308557485,5.98027308557485e-07,2.99013504771915,11.9605222500783,19.999960000035,2010
"Seoul","Male","75-79",8491,11125,0.567139070146819,0.687162623081827,0.999999,1e-06,0.598026710530176,5.98026710530176e-07,2.99013205758411,8.97038720235913,14.9999775000125,2010
"Seoul","Male","80-84",3100,4987,0.616668727587486,0.747174234199471,0.999999,1e-06,0.598026112503466,5.98026112503466e-07,2.99012906745205,5.98025514477503,9.9999900000025,2010
"Seoul","Male","85+",700,3124,0.816945606694561,0.989835677986499,0.999999,1e-06,0.598025514477353,5.98025514477353e-07,2.99012607732298,2.99012607732298,4.9999975,2010
"Seoul","Total","0-4",74392,360543,0.82895835009829,1,0.861208191695324,0.138791808304676,1,0.138791808304676,4.65302047923831,59.2216249675041,59.2216249675041,2010
"Seoul","Total","5-9",138425,345419,0.713905721678888,0.861208191695324,0.928258262014799,0.0717417379852012,0.861208191695324,0.0617845724393149,4.15157952737833,54.5686044882658,63.362848861023,2010
"Seoul","Total","10-14",219431,431099,0.662688884448065,0.799423619256009,0.954119782338854,0.0458802176611462,0.799423619256009,0.036677729654927,3.90542377214273,50.4170249608874,63.0667192543154,2010
"Seoul","Total","15-19",275809,474252,0.632284574187966,0.762745889601082,0.96287986339238,0.0371201366076199,0.762745889601082,0.0283132316188928,3.74294636895818,46.5116011887447,60.9791567845359,2010
"Seoul","Total","20-24",238393,371018,0.608814084419218,0.73443265798219,0.999999,1e-06,0.73443265798219,7.3443265798219e-07,3.6721614538293,42.7686548197865,58.2335961710783,2010
"Seoul","Total","25-29",315335,500803,0.613625391784233,0.740236697913079,0.923702934638229,0.0762970653617706,0.734431923549531,0.0560350004748295,3.53207211656058,39.0964933659572,53.2336519047302,2010
"Seoul","Total","30-34",342475,448109,0.566807575159629,0.683758810189223,0.922078873740653,0.0779211262593473,0.678396923074702,0.0528614522968566,3.25983098463137,35.5644212493966,52.4242077753063,2010
"Seoul","Total","35-39",378534,414442,0.522641290530861,0.630479553609528,0.946126707127219,0.053873292872781,0.625535470777845,0.0336996556195278,3.04342821484041,32.3045902647653,51.6430990309709,2010
"Seoul","Total","40-44",300782,294219,0.494484883218684,0.596513543967622,0.999999,1e-06,0.591835815158318,5.91835815158317e-07,2.95917759620205,29.2611620499249,49.4413506254221,2010
"Seoul","Total","45-49",216213,216241,0.500032373385377,0.60320566567197,0.999999,1e-06,0.591835223322502,5.91835223322502e-07,2.95917463702445,26.3019844537228,44.4413975668196,2010
"Seoul","Total","50-54",186391,195010,0.511299131360432,0.61679713015715,0.999999,1e-06,0.591834631487279,5.91834631487279e-07,2.95917167784982,23.3428098166984,39.4414395082591,2010
"Seoul","Total","55-59",101418,113777,0.528715815887916,0.637807455374839,0.999999,1e-06,0.591834039652647,5.91834039652647e-07,2.95916871867814,20.3836381388485,34.4414764497356,2010
"Seoul","Total","60-64",79337,92854,0.53925001887439,0.650515214438035,0.999999,1e-06,0.591833447818608,5.91833447818608e-07,2.95916575950942,17.4244694201704,29.441508391244,2010
"Seoul","Total","65-69",54349,65615,0.546955753392684,0.659810898011741,0.999999,1e-06,0.59183285598516,5.9183285598516e-07,2.95916280034366,14.465303660661,24.4415353327793,2010
"Seoul","Total","70-74",35743,46374,0.564730810916132,0.681253540481462,0.968090231791697,0.0319097682083026,0.591832264152304,0.0188852303672949,2.91194824484328,11.5061408603173,19.4415572743366,2010
"Seoul","Total","75-79",22674,27347,0.546710381639711,0.659514897913613,0.999999,1e-06,0.572947033785009,5.72947033785009e-07,2.86473373655746,8.59419261547404,14.9999775000125,2010
"Seoul","Total","80-84",11332,15435,0.576642881159637,0.69562346659668,0.999999,1e-06,0.572946460837975,5.72946460837975e-07,2.86473087182372,5.72945887891658,9.9999900000025,2010
